,Unnamed: 0,Created_At,Tweets,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming,Bobot,Label,Sentimen
371,371,2021-12-26 06:57:46+00:00,Shopeefood diskon 70% tp bingung mau makan apa,shopeefood diskon tp bingung mau makan apa,shopeefood potongan harga tapi bingung mau makan apa,shopeefood potongan harga bingung makan,"['shopeefood', 'potong', 'harga', 'bingung', 'makan']",2,positive,2.0
372,372,2021-12-26 06:53:59+00:00,"Kerennnn bisa gofood shopeefood dan grabfood jugaa 😍

#bbrightvc 
#BrightBDProject2021 https://t.co/A70igyCQGr",kerennnn bisa gofood shopeefood dan grabfood jugaa,keren bisa gofood shopeefood dan grabfood jugaa,keren gofood shopeefood grabfood jugaa,"['keren', 'gofood', 'shopeefood', 'grabfood', 'jugaa']",0,neutral,1.0
373,373,2021-12-26 06:51:17+00:00,Yang paling bikin bingung tuh milih mau makan apa di shopeefood 🙂,yang paling bikin bingung tuh milih mau makan apa di shopeefood,yang paling bikin bingung  itu pilih mau makan apa di shopeefood,bingung pilih makan shopeefood,"['bingung', 'pilih', 'makan', 'shopeefood']",-1,negative,0.0
374,374,2021-12-26 06:49:17+00:00,pgn shopeefood tp dh kenyang haha,pgn shopeefood tp dh kenyang haha,ingin shopeefood tapi dh kenyang haha,shopeefood dh kenyang haha,"['shopeefood', 'dh', 'kenyang', 'haha']",3,positive,2.0
375,375,2021-12-26 06:48:19+00:00,"RT @BearBobba: BEAR BOBBA LOWOKWARU/BLIMBING
@infomalang
#pasarmingguinfomalang 

📶https://t.co/vC8weM4ZSz

🚲 50% Disc ShopeeFood, GoFood &amp;…",rt bear bobba lowokwarublimbing disc shopeefood gofood amp,rt bear bobba lowokwarublimbing disc shopeefood gofood amp,bear bobba lowokwarublimbing disc shopeefood gofood,"['bear', 'bobba', 'lowokwarublimbing', 'disc', 'shopeefood', 'gofood']",0,neutral,1.0
376,376,2021-12-26 06:47:52+00:00,"RT @Seeulatte2: Hari minggumu sepi ajaa? Nihh ditemenin Honey Latte sabii sih☺

Cek di Grabfood sekarang krn lagi ada disc.15%!🤗

Grabfood/…",rt hari minggumu sepi ajaa nihh ditemenin honey latte sabii sih cek di grabfood sekarang krn lagi ada disc grabfood,rt hari minggumu sepi aja ini ditemenin honey latte sabii sih cek di grabfood sekarang karena  lagi ada disc grabfood,minggumu sepi ditemenin honey latte sabii cek grabfood disc grabfood,"['minggu', 'sepi', 'ditemenin', 'honey', 'latte', 'sabi', 'cek', 'grabfood', 'disc', 'grabfood']",-7,negative,0.0
377,377,2021-12-26 06:46:53+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/N7C78z1lWt https://t.co/GSI1rrlVdS,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
378,378,2021-12-26 06:43:40+00:00,"RT @siomayjones2015: [ Siomay Ikan Tenggiri Asli 100% ]
💵 : Rp.13.000, - Rp.35.000
 📍  : Jl Melati no 10, atau ada juga di Sawojajar
☎️ : 0…",rt siomay ikan tenggiri asli rp rp jl melati no atau ada juga di sawojajar,rt siomay ikan tenggiri asli rupiah rupiah jalan melati no atau ada juga di sawojajar,siomay ikan tenggiri asli rupiah rupiah jalan melati no sawojajar,"['siomay', 'ikan', 'tenggiri', 'asli', 'rupiah', 'rupiah', 'jalan', 'melati', 'no', 'sawojajar']",2,positive,2.0
379,379,2021-12-26 06:42:29+00:00,kenapa jam segini gada yg pick up shopeefood jg:((((,kenapa jam segini gada yg pick up shopeefood jg,kenapa jam segini tidak ada yang pick up shopeefood juga,jam segini pick up shopeefood,"['jam', 'gin', 'pick', 'up', 'shopeefood']",0,neutral,2.0
380,380,2021-12-26 06:39:58+00:00,"bersyukur banget pesen shopeefood dari 2 tempat, abangnya sampenya barengan",bersyukur banget pesen shopeefood dari tempat abangnya sampenya barengan,bersyukur banget pesan shopeefood dari tempat abangnya sampenya barengan,bersyukur banget pesan shopeefood abangnya sampenya barengan,"['syukur', 'banget', 'pesan', 'shopeefood', 'abang', 'sampenya', 'bareng']",11,positive,2.0
381,381,2021-12-26 06:39:28+00:00,"Share &amp; Makan Gratis Bareng Teman di ShopeeFood
https://t.co/lw8GW8j0F0",share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
382,382,2021-12-26 06:39:23+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/OQrBNsxxeC,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
383,383,2021-12-26 06:33:04+00:00,Cara Mudah Daftar Jadi Driver ShopeeFood dan Rincian Biaya Atribut Pengemudi ShopeeFood https://t.co/3f2YK8pR8p,cara mudah daftar jadi driver shopeefood dan rincian biaya atribut pengemudi shopeefood,cara mudah daftar jadi driver shopeefood dan rincian biaya atribut pengemudi shopeefood,mudah daftar driver shopeefood rincian biaya atribut pengemudi shopeefood,"['mudah', 'daftar', 'driver', 'shopeefood', 'rincian', 'biaya', 'atribut', 'kemudi', 'shopeefood']",5,positive,2.0
384,384,2021-12-26 06:27:57+00:00,"RT @fessthai: @allbrightvc_ina ada event cupsleeve untuk Bright

📍Kopi Chuseyo Citra Raya Tangerang
(depan mall ciputra)
📆 19 dec 2021
⏰ 12…",rt ina ada event cupsleeve untuk bright kopi chuseyo citra raya tangerang depan mall ciputra dec,rt indonesia ada event cupsleeve untuk bright kopi chuseyo citra raya tangerang depan mall ciputra dec,indonesia event cupsleeve bright kopi chuseyo citra raya tangerang mall ciputra dec,"['indonesia', 'event', 'cupsleeve', 'bright', 'kopi', 'chuseyo', 'citra', 'raya', 'tangerang', 'mall', 'ciputra', 'dec']",2,positive,2.0
385,385,2021-12-26 06:23:03+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/DW0BvvTyGd https://t.co/83VJ5adIJ3,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
386,386,2021-12-26 06:11:01+00:00,"Klik lagi yang ini, buuun.

Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/lXpyYsImQ4 https://t.co/XDDzVIysL4",klik lagi yang ini buuun share amp makan gratis bareng teman di shopeefood,klik lagi yang ini buuun bagikan amp makan gratis bersama teman di shopeefood,klik buuun bagikan makan gratis teman shopeefood,"['klik', 'buuun', 'bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
387,387,2021-12-26 06:06:55+00:00,Point cafe di shopeefood ga ada yah? 🤔,point cafe di shopeefood ga ada yah,point cafe di shopeefood tidak ada yah,point cafe shopeefood,"['point', 'cafe', 'shopeefood']",0,neutral,1.0
388,388,2021-12-26 06:05:03+00:00,"RT @fessthai: @allbrightvc_ina ada event cupsleeve untuk Bright

📍Kopi Chuseyo Citra Raya Tangerang
(depan mall ciputra)
📆 19 dec 2021
⏰ 12…",rt ina ada event cupsleeve untuk bright kopi chuseyo citra raya tangerang depan mall ciputra dec,rt indonesia ada event cupsleeve untuk bright kopi chuseyo citra raya tangerang depan mall ciputra dec,indonesia event cupsleeve bright kopi chuseyo citra raya tangerang mall ciputra dec,"['indonesia', 'event', 'cupsleeve', 'bright', 'kopi', 'chuseyo', 'citra', 'raya', 'tangerang', 'mall', 'ciputra', 'dec']",2,positive,2.0
389,389,2021-12-26 05:57:57+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/l2YixD5kNS https://t.co/EEVENJlvmX,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
390,390,2021-12-26 05:57:51+00:00,anjir mau co shopeefood dipake buka twt 15 menit doang sekarang stoknya habis,anjir mau co shopeefood dipake buka twt menit doang sekarang stoknya habis,astaga mau co shopeefood dipakai buka twt menit saja sekarang stoknya habis,astaga co shopeefood dipakai buka twt menit stoknya habis,"['astaga', 'co', 'shopeefood', 'pakai', 'buka', 'twt', 'menit', 'stok', 'habis']",6,positive,2.0
391,391,2021-12-26 05:55:42+00:00,@TechmenID apalagi shopeefood. udah dikasih titik alamat yg bner di apps malah disasarin. sekarang kalo trpaksa pak… https://t.co/T2zDpKQCYc,apalagi shopeefood udah dikasih titik alamat yg bner di apps malah disasarin sekarang kalo trpaksa pak,apalagi shopeefood sudah dikasih titik alamat yang benar di apps malah disasarin sekarang kalau trpaksa bapak,shopeefood dikasih titik alamat apps disasarin trpaksa,"['shopeefood', 'kasih', 'titik', 'alamat', 'apps', 'disasarin', 'trpaksa']",-1,negative,0.0
392,392,2021-12-26 05:52:19+00:00,"@RacunBelanja KOSONGGG
Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/KxJP1lhrzx",kosonggg share amp makan gratis bareng teman di shopeefood,kosonggg bagikan amp makan gratis bersama teman di shopeefood,kosonggg bagikan makan gratis teman shopeefood,"['kosonggg', 'bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
393,393,2021-12-26 05:50:50+00:00,"RT @Seeulatte2: Hari minggumu sepi ajaa? Nihh ditemenin Honey Latte sabii sih☺

Cek di Grabfood sekarang krn lagi ada disc.15%!🤗

Grabfood/…",rt hari minggumu sepi ajaa nihh ditemenin honey latte sabii sih cek di grabfood sekarang krn lagi ada disc grabfood,rt hari minggumu sepi aja ini ditemenin honey latte sabii sih cek di grabfood sekarang karena  lagi ada disc grabfood,minggumu sepi ditemenin honey latte sabii cek grabfood disc grabfood,"['minggu', 'sepi', 'ditemenin', 'honey', 'latte', 'sabi', 'cek', 'grabfood', 'disc', 'grabfood']",-7,negative,0.0
394,394,2021-12-26 05:46:27+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/OixF1GoDH2,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
395,395,2021-12-26 05:40:02+00:00,"RT @Seeulatte2: Hari minggumu sepi ajaa? Nihh ditemenin Honey Latte sabii sih☺

Cek di Grabfood sekarang krn lagi ada disc.15%!🤗

Grabfood/…",rt hari minggumu sepi ajaa nihh ditemenin honey latte sabii sih cek di grabfood sekarang krn lagi ada disc grabfood,rt hari minggumu sepi aja ini ditemenin honey latte sabii sih cek di grabfood sekarang karena  lagi ada disc grabfood,minggumu sepi ditemenin honey latte sabii cek grabfood disc grabfood,"['minggu', 'sepi', 'ditemenin', 'honey', 'latte', 'sabi', 'cek', 'grabfood', 'disc', 'grabfood']",-7,negative,0.0
396,396,2021-12-26 05:39:10+00:00,"Pesta Geprek Bensu hari iniiiii, mau order yang mana? 😋👍
.
Yuk order Geprek Bensu, banyak banget promo yang bisa ka… https://t.co/wThVU8E0ZU",pesta geprek bensu hari iniiiii mau order yang mana yuk order geprek bensu banyak banget promo yang bisa ka,pesta geprek bensu hari iniiiii mau order yang mana yuk order geprek bensu banyak banget promo yang bisa ka,pesta geprek bensu iniiiii order yuk order geprek bensu banget promo ka,"['pesta', 'geprek', 'bensu', 'iniiiii', 'order', 'yuk', 'order', 'geprek', 'bensu', 'banget', 'promo', 'ka']",12,positive,2.0
397,397,2021-12-26 05:39:00+00:00,"Hari minggumu sepi ajaa? Nihh ditemenin Honey Latte sabii sih☺

Cek di Grabfood sekarang krn lagi ada disc.15%!🤗

G… https://t.co/JkUMGFIIah",hari minggumu sepi ajaa nihh ditemenin honey latte sabii sih cek di grabfood sekarang krn lagi ada disc,hari minggumu sepi aja ini ditemenin honey latte sabii sih cek di grabfood sekarang karena  lagi ada disc,minggumu sepi ditemenin honey latte sabii cek grabfood disc,"['minggu', 'sepi', 'ditemenin', 'honey', 'latte', 'sabi', 'cek', 'grabfood', 'disc']",-7,negative,0.0
398,398,2021-12-26 05:35:41+00:00,"Misal customer cancel, kalo driver approve ya udah cancel aja. Atau misal driver ingin cancel karna antri panjang,… https://t.co/QnYLgDQigi",misal customer cancel kalo driver approve ya udah cancel aja atau misal driver ingin cancel karna antri panjang,misal customer cancel kalau driver approve ya sudah cancel aja atau misal driver ingin cancel karena antri panjang,customer cancel driver approve cancel driver cancel antri,"['customer', 'cancel', 'driver', 'approve', 'cancel', 'driver', 'cancel', 'antri']",0,neutral,2.0
399,399,2021-12-26 05:35:09+00:00,"Klik yaaa, beb.. 🤗❤️

Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/k5mHeTwpkY https://t.co/RS2FJyUVsa",klik yaaa beb share amp makan gratis bareng teman di shopeefood,klik yaaa beb bagikan amp makan gratis bersama teman di shopeefood,klik yaaa beb bagikan makan gratis teman shopeefood,"['klik', 'yaaa', 'beb', 'bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
400,400,2021-12-26 05:33:13+00:00,Grup shopeefood masih kosong https://t.co/xPfacjo91L,grup shopeefood masih kosong,grup shopeefood masih kosong,grup shopeefood kosong,"['grup', 'shopeefood', 'kosong']",-8,negative,0.0
401,401,2021-12-26 05:32:54+00:00,"Bisa gak, di sistemnya, untuk cancel order dibikin semacam konfirmasi antar driver - customer aja, atau plus mercha… https://t.co/coOtxhTSTP",bisa gak di sistemnya untuk cancel order dibikin semacam konfirmasi antar driver customer aja atau plus mercha,bisa tidak di sistemnya untuk cancel order dibikin semacam konfirmasi antar driver customer aja atau plus mercha,sistemnya cancel order dibikin konfirmasi driver customer plus mercha,"['sistem', 'cancel', 'order', 'bikin', 'konfirmasi', 'driver', 'customer', 'plus', 'mercha']",1,positive,2.0
402,402,2021-12-26 05:31:40+00:00,"Order makan siang, ngantrinya se-jam-an. Gak bisa cancel, driver juga gak bisa cancel. Padahal kami udah setuju aja… https://t.co/AH3vi4yUPk",order makan siang ngantrinya sejaman gak bisa cancel driver juga gak bisa cancel padahal kami udah setuju aja,order makan siang mengantrinya sejaman tidak bisa cancel driver juga tidak bisa cancel padahal kami sudah setuju aja,order makan siang mengantrinya sejaman cancel driver cancel setuju,"['order', 'makan', 'siang', 'antri', 'jam', 'cancel', 'driver', 'cancel', 'tuju']",4,positive,2.0
403,403,2021-12-26 05:28:03+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/1YwSqErWJY https://t.co/1ryBpnsneK,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
404,404,2021-12-26 05:25:03+00:00,"RT @RacunBelanja: Voucher Gajian ShopeeFood 🍽️
Klaim diskon 100% maksimal Rp20.000 mulai jam 11:00 &amp; 17:00 ⏰

Halaman promo Jabodetabek:
ht…",rt voucher gajian shopeefood klaim diskon maksimal rp mulai jam amp halaman promo jabodetabek ht,rt voucher gajian shopeefood klaim potongan harga maksimal rupiah mulai jam amp halaman promo jabodetabek ht,voucher gajian shopeefood klaim potongan harga maksimal rupiah jam halaman promo jabodetabek ht,"['voucher', 'gaji', 'shopeefood', 'klaim', 'potong', 'harga', 'maksimal', 'rupiah', 'jam', 'halaman', 'promo', 'jabodetabek', 'ht']",10,positive,2.0
405,405,2021-12-26 05:22:33+00:00,Ko gaada resto di jatos yg bisa di beli di shopeefood ya,ko gaada resto di jatos yg bisa di beli di shopeefood ya,kok tidak ada resto di jatos yang bisa di beli di shopeefood ya,resto jatos beli shopeefood,"['resto', 'jatos', 'beli', 'shopeefood']",2,positive,2.0
406,406,2021-12-26 05:22:05+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/JK0O3AdVY5 https://t.co/ofsiEyHtJO,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
407,407,2021-12-26 05:19:16+00:00,"-rek kalo aku buka gofood/grabfood/shopeefood, sering nemuin frenchise kaya mcd, kopken, kfc, dll di rest area. Nah… https://t.co/U5eQ8n0j2H",rek kalo aku buka gofoodgrabfoodshopeefood sering nemuin frenchise kaya mcd kopken kfc dll di rest area nah,rek kalau saya buka gofoodgrabfoodshopeefood sering nemuin frenchise seperti mcd kopken kfc dan lain-lain di rest area nah,rek buka gofoodgrabfoodshopeefood nemuin frenchise mcd kopken kfc lain-lain rest area,"['rek', 'buka', 'gofoodgrabfoodshopeefood', 'nemuin', 'frenchise', 'mcd', 'kopken', 'kfc', 'lain', 'rest', 'area']",-1,negative,0.0
408,408,2021-12-26 05:17:22+00:00,"Besar jasa @shopeefood_id padaku, bisa cobain semua makanan hits ngga pake mahal ✨",besar jasa id padaku bisa cobain semua makanan hits ngga pake mahal,besar jasa id padaku bisa cobain semua makanan hits tidak pakai mahal,jasa id padaku cobain makanan hits pakai mahal,"['jasa', 'id', 'pada', 'cobain', 'makan', 'hits', 'pakai', 'mahal']",3,positive,2.0
409,409,2021-12-26 05:16:51+00:00,Share &amp; Makan Gratis Bareng Teman di Shopeefood #ShopeeID https://t.co/ribjgz1oCT,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
410,410,2021-12-26 05:15:47+00:00,agaaak gimana gitu anying ketauan belom gajian tapi shopeefood diskon mulu fak,agaaak gimana gitu anying ketauan belom gajian tapi shopeefood diskon mulu fak,agaaak bagaimana begitu anying ketahuan belum gajian tapi shopeefood potongan harga terus fakultas,agaaak anying ketahuan gajian shopeefood potongan harga fakultas,"['agaaak', 'anying', 'tahu', 'gaji', 'shopeefood', 'potong', 'harga', 'fakultas']",5,positive,2.0
411,411,2021-12-26 05:15:03+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/j7Chbic3jb,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
412,412,2021-12-26 05:11:58+00:00,"kepada brader shopeefood lagenda merah , nanti jumpa kat highway kita main cucuk cucuk lagi",kepada brader shopeefood lagenda merah nanti jumpa kat highway kita main cucuk cucuk lagi,kepada brader shopeefood lagenda merah nanti jumpa kat highway kita main cucuk cucuk lagi,brader shopeefood lagenda merah jumpa kat highway main cucuk cucuk,"['brader', 'shopeefood', 'lagenda', 'merah', 'jumpa', 'kat', 'highway', 'main', 'cucuk', 'cucuk']",0,neutral,1.0
413,413,2021-12-26 05:11:48+00:00,@A100888 Pengen banget jajan shopeefood hari minggu gini traktiran keluarga .,pengen banget jajan shopeefood hari minggu gini traktiran keluarga,ingin banget jajan shopeefood hari minggu begini traktiran keluarga,banget jajan shopeefood minggu traktiran keluarga,"['banget', 'jajan', 'shopeefood', 'minggu', 'traktir', 'keluarga']",5,positive,2.0
414,414,2021-12-26 05:10:53+00:00,"""Makan siang apa ya"" Dari tadi ngang ngong scroll grab gojek shopeefood ujung2 nya padang lagi dah",makan siang apa ya dari tadi ngang ngong scroll grab gojek shopeefood ujung nya padang lagi dah,makan siang apa ya dari tadi ngang ngong scroll grab gojek shopeefood ujung nya padang lagi sudah,makan siang ngang ngong scroll grab gojek shopeefood ujung padang,"['makan', 'siang', 'ngang', 'ngong', 'scroll', 'grab', 'gojek', 'shopeefood', 'ujung', 'padang']",-2,negative,2.0
415,415,2021-12-26 05:10:14+00:00,"sumpah malesnya pake shopeefood tuh kaya gini, titik mapsnya tuh geser jauh banget
pernah juga kaya gini, udah bila… https://t.co/4bmXUXgvjM",sumpah malesnya pake shopeefood tuh kaya gini titik mapsnya tuh geser jauh banget pernah juga kaya gini udah bila,sumpah malesnya pakai shopeefood  itu seperti begini titik mapsnya  itu geser jauh banget pernah juga seperti begini sudah bila,sumpah malesnya pakai shopeefood titik mapsnya geser banget,"['sumpah', 'malesnya', 'pakai', 'shopeefood', 'titik', 'mapsnya', 'geser', 'banget']",2,positive,2.0
416,416,2021-12-26 05:09:18+00:00,"@Yamie_Panda Kemarin beli pake voucher diskon Shopeefood. Terus pesanannya ada yang dibatalin, jadi vouchernya gak… https://t.co/7KTmnMagh9",panda kemarin beli pake voucher diskon shopeefood terus pesanannya ada yang dibatalin jadi vouchernya gak,panda kemarin beli pakai voucher potongan harga shopeefood terus pesanannya ada yang dibatalin jadi vouchernya tidak,panda kemarin beli pakai voucher potongan harga shopeefood pesanannya dibatalin vouchernya,"['panda', 'kemarin', 'beli', 'pakai', 'voucher', 'potong', 'harga', 'shopeefood', 'pesan', 'dibatalin', 'vouchernya']",8,positive,2.0
417,417,2021-12-26 05:09:13+00:00,diskonnya shopeefood lumayan banget. mana menate4 bisa dapet 25kan argg syg saldo udh nipis😭,diskonnya shopeefood lumayan banget mana menate bisa dapet kan argg syg saldo udh nipis,diskonnya shopeefood lumayan banget mana menate bisa dapat kan argg sayang saldo sudah nipis,diskonnya shopeefood lumayan banget menate argg sayang saldo nipis,"['diskon', 'shopeefood', 'lumayan', 'banget', 'menate', 'argg', 'sayang', 'saldo', 'nipis']",9,positive,2.0
418,418,2021-12-26 05:08:03+00:00,RT @nina_faradina: Kapan ya Boyolali ada shopeefood :(,rt faradina kapan ya boyolali ada shopeefood,rt faradina kapan ya boyolali ada shopeefood,faradina boyolali shopeefood,"['faradina', 'boyolali', 'shopeefood']",0,neutral,1.0
419,419,2021-12-26 05:06:42+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/JEiCVCgXoj https://t.co/3PpJe0s0N9,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
420,420,2021-12-26 05:05:33+00:00,"RT @DustinGeinbee: Menu shopeefood jam segini yang asoy, soal pernasian",rt menu shopeefood jam segini yang asoy soal pernasian,rt menu shopeefood jam segini yang asoy soal pernasian,menu shopeefood jam segini asoy pernasian,"['menu', 'shopeefood', 'jam', 'gin', 'asoy', 'nasi']",2,positive,2.0
421,421,2021-12-26 05:01:27+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/ribjgz1oCT,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']",7,positive,2.0
422,422,2021-12-26 05:00:23+00:00,"Ayo, cek ShopeeFood  - Pesan Langsung Antar sekarang! Jangan lewatkan penawaran terbaik cuma di Shopee!… https://t.co/YsWvUoGk3P",ayo cek shopeefood pesan langsung antar sekarang jangan lewatkan penawaran terbaik cuma di shopee,ayo cek shopeefood pesan langsung antar sekarang jangan lewatkan penawaran terbaik hanya di shopee,ayo cek shopeefood pesan langsung lewatkan penawaran terbaik shopee,"['ayo', 'cek', 'shopeefood', 'pesan', 'langsung', 'lewat', 'tawar', 'baik', 'shopee']",6,positive,2.0
423,423,2021-12-26 04:59:20+00:00,"@winterzhuo @JeromePolin @jehianps shopeefood emang mantap, opo meneh nggo cah kos2 an",shopeefood emang mantap opo meneh nggo cah kos an,shopeefood memang mantap apa meneh nggo cah kos an,shopeefood mantap meneh nggo cah kos an,"['shopeefood', 'mantap', 'teh', 'nggo', 'cah', 'kos', 'an']",6,positive,2.0
424,424,2021-12-26 04:58:51+00:00,@ch0_ihyunsuk pake shopeefood disc 50% gratong tanpa min belanjs,ihyunsuk pake shopeefood disc gratong tanpa min belanjs,ihyunsuk pakai shopeefood disc gratong tanpa minimal belanjs,ihyunsuk pakai shopeefood disc gratong minimal belanjs,"['ihyunsuk', 'pakai', 'shopeefood', 'disc', 'gratong', 'minimal', 'belanjs']",-3,negative,0.0
425,425,2021-12-26 04:58:33+00:00,@zkicyn @pswycityx @awrouura ketolong vocer shopeefood alhamdulilah😭👍🏻,ketolong vocer shopeefood alhamdulilah,ketolong vocer shopeefood alhamdulilah,ketolong vocer shopeefood alhamdulilah,"['tolong', 'vocer', 'shopeefood', 'alhamdulilah']",6,positive,2.0
426,426,2021-12-26 04:54:51+00:00,"Gausah adain promo kalo drivernya gini @shopeefood_id ga skali 2x ya dpt driver gini, kesel banget???",gausah adain promo kalo drivernya gini id ga skali x ya dpt driver gini kesel banget,tidak usah adain promo kalau drivernya begini id tidak sekali kali ya dapat driver begini kesal banget,adain promo drivernya id kali driver kesal banget,"['adain', 'promo', 'drivernya', 'id', 'kali', 'driver', 'kesal', 'banget']",8,positive,2.0
427,427,2021-12-26 04:53:22+00:00,"@Sopyannh @infomalang Kl kosgoro kan jalan madukoro ya mas, ini yg sebelah selatan ke arah malang lagi ada jalan ng… https://t.co/QEav5jTlRn",kl kosgoro kan jalan madukoro ya mas ini yg sebelah selatan ke arah malang lagi ada jalan ng,kalau kosgoro kan jalan madukoro ya mas ini yang sebelah selatan ke arah malang lagi ada jalan tidak,kosgoro jalan madukoro mas sebelah selatan arah malang jalan,"['kosgoro', 'jalan', 'madukoro', 'mas', 'belah', 'selatan', 'arah', 'malang', 'jalan']",-9,negative,0.0
428,428,2021-12-26 04:52:04+00:00,"RT @pakngahck: Semua ada di Pak Ngah Cyber Kopitiam, jom datang bawa seisi keluarga ! Nak online delivery pun boleh : grab food, food panda…",rt semua ada di pak ngah cyber kopitiam jom datang bawa seisi keluarga nak online delivery pun boleh grab food food panda,rt semua ada di bapak ngah cyber kopitiam jom datang bawa seisi keluarga nak online delivery pun boleh grab food food panda,ngah cyber kopitiam jom bawa seisi keluarga nak online delivery grab food food panda,"['ngah', 'cyber', 'kopitiam', 'jom', 'bawa', 'isi', 'keluarga', 'nak', 'online', 'delivery', 'grab', 'food', 'food', 'panda']",7,positive,2.0
429,429,2021-12-26 04:51:52+00:00,"@ensthetic_ gopud, akhir2 ini banyak yg abis pake shopeefood akun shopee+isi spaynya dibekuin kek di saspend gt lah",gopud akhir ini banyak yg abis pake shopeefood akun shopeeisi spaynya dibekuin kek di saspend gt lah,gopud akhir ini banyak yang habis pakai shopeefood akun shopeeisi spaynya dibekuin seperti di saspend begitu lah,gopud habis pakai shopeefood akun shopeeisi spaynya dibekuin saspend,"['gopud', 'habis', 'pakai', 'shopeefood', 'akun', 'shopeeisi', 'spaynya', 'dibekuin', 'saspend']",3,positive,2.0
430,430,2021-12-26 04:50:57+00:00,"Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/xUWvhG5nb6

PLIS AYO KLIK 🥰😘",share amp makan gratis bareng teman di shopeefood plis ayo klik,bagikan amp makan gratis bersama teman di shopeefood plis ayo klik,bagikan makan gratis teman shopeefood plis ayo klik,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood', 'plis', 'ayo', 'klik']",11,positive,2.0
431,431,2021-12-26 04:47:16+00:00,@jamaisvuphoria Shopeefood emang terbaik dehh,shopeefood emang terbaik dehh,shopeefood memang terbaik dehh,shopeefood terbaik dehh,"['shopeefood', 'baik', 'dehh']",3,positive,2.0
