,Tweets,Case_Folding;;;;;;
97,Suka iri sama orang yang bisa grabfood gofood atau shopeefood lihat lah betapa jauhnya rumah aku dari kota🥲 https://t.co/Ye1lGykO5i,suka iri sama orang yang bisa grabfood gofood atau shopeefood lihat lah betapa jauhnya rumah aku dari kota🥲 https://t.co/ye1lgyko5i;;;;;;
98,Hampir aja shopeefood salad lalu tiba-tiba inget tadi siang udah chatime 😭😭😭 pulang kerja sampai rumah ada croissant 1 box isi 9 juga udah disikat 3 😭😭😭 laper mulu ih heran,hampir aja shopeefood salad lalu tiba-tiba inget tadi siang udah chatime 😭😭😭 pulang kerja sampai rumah ada croissant 1 box isi 9 juga udah disikat 3 😭😭😭 laper mulu ih heran;;;;;;
99,@vidi2791 Mayan sih tp tadi emang laper terus sekalian beli 2 biar dapet potongan shopeefood wkwkwk,@vidi2791 mayan sih tp tadi emang laper terus sekalian beli 2 biar dapet potongan shopeefood wkwkwk;;;;;;
"100,""yg mau dibeli pulsa, knp malah jd pesen shopeefood..."",""yg mau dibeli pulsa, knp malah jd pesen shopeefood...""";;;;;;
"101,""Ya allah w bercita2 bawa keluarga liburan ke bali, tapi pesen makan aja mikirnya setengah mati🥴 bandingin harga grabfood,shopeefood ama gofood ampe puyeng🥲"",""ya allah w bercita2 bawa keluarga liburan ke bali, tapi pesen makan aja mikirnya setengah mati🥴 bandingin harga grabfood,shopeefood ama gofood ampe puyeng🥲""";;;;;;
102,Dapat order piktif 😢😢 #ShopeeFood https://t.co/HBspUNQ8UN,dapat order piktif 😢😢 #shopeefood https://t.co/hbspunq8un;;;;;;
"103,""SATGAS SHOPEE... SATUAN GARPU SENDOK... ";;;;;;
#shopeefood;;;;;;
#ojol;;;;;;
#nyopee;;;;;;
"#food https://t.co/JoOUo3jcMA"",""satgas shopee... satuan garpu sendok... ";;;;;;
#shopeefood;;;;;;
#ojol;;;;;;
#nyopee;;;;;;
"#food https://t.co/joouo3jcma""";;;;;;
104,Shopeefood sekarang naik sepeda uyy 🤣✌ https://t.co/GPAV6HQD78,shopeefood sekarang naik sepeda uyy 🤣✌ https://t.co/gpav6hqd78;;;;;;
105,beli apa ya di shopeefood,beli apa ya di shopeefood;;;;;;
106,parenting guide by shopeefood no acapkali dan ita itu https://t.co/HTamXA0vxI,parenting guide by shopeefood no acapkali dan ita itu https://t.co/htamxa0vxi;;;;;;
107,Kenap kalo tiap order shopeefood drivernya gemes gini 😊 sehat terus mbaknya yaa https://t.co/XrdocWWUrq,kenap kalo tiap order shopeefood drivernya gemes gini 😊 sehat terus mbaknya yaa https://t.co/xrdocwwurq;;;;;;
108,@acut11x @deyyins88 Lucu banget ah…sistemnya belom sempurna kali tuh… emang sih aku nya budak shopeefood banget,@acut11x @deyyins88 lucu banget ah…sistemnya belom sempurna kali tuh… emang sih aku nya budak shopeefood banget;;;;;;
"109,""Serem gaksi kalo doa lu dikabulin instantly? Jadi gue habis pesen di shopeefood. Terus gak lama kemudian tiba2 ujan deres dan posisi abangnya udah otw. Terus gue berdoa, ngucapin berkali-kali ujanya stop dulu. Kasian abangnya 😭 ntar kalo abangnya udah baling, boleh ujan lagi"",""serem gaksi kalo doa lu dikabulin instantly? jadi gue habis pesen di shopeefood. terus gak lama kemudian tiba2 ujan deres dan posisi abangnya udah otw. terus gue berdoa, ngucapin berkali-kali ujanya stop dulu. kasian abangnya 😭 ntar kalo abangnya udah baling, boleh ujan lagi""";;;;;;
110,@vynenitsuga @deyyins88 EHHH IYA SAMAA AKU JG GRGR PK PROMO SHOPEEFOOD WKWKWKWK,@vynenitsuga @deyyins88 ehhh iya samaa aku jg grgr pk promo shopeefood wkwkwkwk;;;;;;
111,@acut11x @vynenitsuga @ShopeeCare pelanggarannya karena pake promo shopeefood? Lah aneh bgt guna nya promo bisa di klik apa dong kalau ternyata waktu makai bikin akun kebatasi,@acut11x @vynenitsuga @shopeecare pelanggarannya karena pake promo shopeefood? lah aneh bgt guna nya promo bisa di klik apa dong kalau ternyata waktu makai bikin akun kebatasi;;;;;;
112,pak shopeefood sampean kok lucu🤣 https://t.co/nIKLywI7rb,pak shopeefood sampean kok lucu🤣 https://t.co/niklywi7rb;;;;;;
"113,""Jog";;;;;;
;;;;;;
"Mas mbak, ada yg driver shopeefood? aku mau tanya"""", kalau boleh like atau rep nanti ku ketuk dm, terimakasih."",""jog";;;;;;
;;;;;;
"mas mbak, ada yg driver shopeefood? aku mau tanya"""", kalau boleh like atau rep nanti ku ketuk dm, terimakasih.""";;;;;;
"114,""5. Ayam bakar paijo";;;;;;
;;;;;;
"ini ayam bakarnya enakkkk, bumbunya meresap smpe ketulang, sambelnya jg enakkkk, lembut ayamnya dan potongannya gede2 harganya cm 18rb, bisa gofud shopeefood dan grabfood."",""5. ayam bakar paijo";;;;;;
;;;;;;
"ini ayam bakarnya enakkkk, bumbunya meresap smpe ketulang, sambelnya jg enakkkk, lembut ayamnya dan potongannya gede2 harganya cm 18rb, bisa gofud shopeefood dan grabfood.""";;;;;;
115,Belum aktif sih tapi gilak iam proud of myself!! Keren bgt pake jaket oren begini???? Bahkan ibuku bangga anaknya jadi driver shopeefood😝🥺❤️❤️❤️❤️ https://t.co/kexwQkawhY,belum aktif sih tapi gilak iam proud of myself!! keren bgt pake jaket oren begini???? bahkan ibuku bangga anaknya jadi driver shopeefood😝🥺❤️❤️❤️❤️ https://t.co/kexwqkawhy;;;;;;
116,@darjofess Gofood shopeefood seng biasanya tak pke grabfood pelit ambek aku diskone gk enak,@darjofess gofood shopeefood seng biasanya tak pke grabfood pelit ambek aku diskone gk enak;;;;;;
117,@shopeefood_id gimana mau nunggu abang shopeefood kalo belom gajian xixixii,@shopeefood_id gimana mau nunggu abang shopeefood kalo belom gajian xixixii;;;;;;
118,Abis order shopeefood buat ortu trus mau order makan buat diri sendiri karena belom makan dari siang abis kerja eh begini sosad @ShopeeID @ShopeeCare https://t.co/gDPcOhf02D,abis order shopeefood buat ortu trus mau order makan buat diri sendiri karena belom makan dari siang abis kerja eh begini sosad @shopeeid @shopeecare https://t.co/gdpcohf02d;;;;;;
"119,""@kertas_angin @ShopeeID @shopeefood_id Trus kelanjutannya gimana kak?:( aku baru minggu2 ini kena order fiktif, ud call cs nya tp belibet , cht di app udh, dm udah tp ga ada titik temu"",""@kertas_angin @shopeeid @shopeefood_id trus kelanjutannya gimana kak?:( aku baru minggu2 ini kena order fiktif, ud call cs nya tp belibet , cht di app udh, dm udah tp ga ada titik temu""";;;;;;
"120,""Nasi Goreng Tiga De Nok - Palmerah sekarang ada di ShopeeFood! Pesan Sekarang, langsung diantar. https://t.co/WnLvfcwVNg https://t.co/CStux6fluk"",""nasi goreng tiga de nok - palmerah sekarang ada di shopeefood! pesan sekarang, langsung diantar. https://t.co/wnlvfcwvng https://t.co/cstux6fluk""";;;;;;
121,ajarin gimana cara make shopeefood,ajarin gimana cara make shopeefood;;;;;;
"122,""@ShopeeID @shopeefood_id Permisii, ini kalo pesenannya yg dateng salah gimana yaaa?"",""@shopeeid @shopeefood_id permisii, ini kalo pesenannya yg dateng salah gimana yaaa?""";;;;;;
123,@aireinhyunjin korban shopeefood nih pastiii,@aireinhyunjin korban shopeefood nih pastiii;;;;;;
"124,""Info: Pesan Anter Kuliner via ShopeeFood untuk Surabaya Sekitarnya 💟😊👍";;;;;;
;;;;;;
*PROMO KULINER* ;;;;;;
@bebekmenetas_;;;;;;
cc @shopeefood_id @ShopeeCare @ShopeeID ;;;;;;
📍Buka jam: 8 pagi - 3 sore (online setiap Senin-Sabtu);;;;;;
Klik👇;;;;;;
https://t.co/tVEdVnlgv1 🙏🏼thanks ;;;;;;
"#bebekmenetas #bebekmenetassurabaya https://t.co/Gs4EuDRvKS"",""info: pesan anter kuliner via shopeefood untuk surabaya sekitarnya 💟😊👍";;;;;;
;;;;;;
*promo kuliner* ;;;;;;
@bebekmenetas_;;;;;;
cc @shopeefood_id @shopeecare @shopeeid ;;;;;;
📍buka jam: 8 pagi - 3 sore (online setiap senin-sabtu);;;;;;
klik👇;;;;;;
https://t.co/tvedvnlgv1 🙏🏼thanks ;;;;;;
"#bebekmenetas #bebekmenetassurabaya https://t.co/gs4eudrvks""";;;;;;
125,pengn shopeefood tp kgk ada duit shshhs,pengn shopeefood tp kgk ada duit shshhs;;;;;;
"126,""Mesenin shopeefood ke temen. Pas liat drivernya kok namanya engga asing, tapi karena fotonya engga bisa kezoom jadinya biasa aja.";;;;;;
"Pas selesai mesen dan mau ngasi ulasan, aku bisa liat foto drivernya, ternyata dia temen aku pas masih kecil. Auto ngasi tip lebih ke dianya 🥺"",""mesenin shopeefood ke temen. pas liat drivernya kok namanya engga asing, tapi karena fotonya engga bisa kezoom jadinya biasa aja.";;;;;;
"pas selesai mesen dan mau ngasi ulasan, aku bisa liat foto drivernya, ternyata dia temen aku pas masih kecil. auto ngasi tip lebih ke dianya 🥺""";;;;;;
"127,""@RediPriyanto Hai kak, maaf banget yaa. bisa diinfokan ke mimin melalui DM pendaftaran yang kaka maksud apakah sebagai driver atau merchant shopeefood? Met malam🙏 ^VI"",""@redipriyanto hai kak, maaf banget yaa. bisa diinfokan ke mimin melalui dm pendaftaran yang kaka maksud apakah sebagai driver atau merchant shopeefood? met malam🙏 ^vi""";;;;;;
"128,""Pesen shopeefood yg nganter ternyata bapaknya yg dulu jual mainan pas aku sd, sampe sekarang beliau masih hafal loh 😂😂"",""pesen shopeefood yg nganter ternyata bapaknya yg dulu jual mainan pas aku sd, sampe sekarang beliau masih hafal loh 😂😂""";;;;;;
129,Btw kalo aku blng shopeefood berarti saldo ku emng adnya dishopee😭 . Atu kalo ku blng grabfood baru di ovo. Kalo gaad dishopeedod yah aku ga bs belikan ok🥰,btw kalo aku blng shopeefood berarti saldo ku emng adnya dishopee😭 . atu kalo ku blng grabfood baru di ovo. kalo gaad dishopeedod yah aku ga bs belikan ok🥰;;;;;;
"130,""@ShopeeCare @shopeefood_id w gatau sistemnya ini gimana, ini udah ke sekian kali w nemu driver yang lamaaaaaaaa bgt proses pesanan w, dr posisi awal ga gerak samsek, dichat ga dibalas, di call ga diangkat. Mau cancel ga bisa, nunggu gerak menuju resto bisa sampe 1 jam"",""@shopeecare @shopeefood_id w gatau sistemnya ini gimana, ini udah ke sekian kali w nemu driver yang lamaaaaaaaa bgt proses pesanan w, dr posisi awal ga gerak samsek, dichat ga dibalas, di call ga diangkat. mau cancel ga bisa, nunggu gerak menuju resto bisa sampe 1 jam""";;;;;;
131,@kwonfirehosh Td aku mau pake buat shopeefood gak bisa bisa masa,@kwonfirehosh td aku mau pake buat shopeefood gak bisa bisa masa;;;;;;
132,Terasai jua makan pake shopeefood 👀😭 https://t.co/84lsKPS2nX,terasai jua makan pake shopeefood 👀😭 https://t.co/84lskps2nx;;;;;;
"133,""Kak Nagita Slavina aja udah borong Cupbop! ";;;;;;
Kamu kapan nih order Cupbopnya? 😍😍😍;;;;;;
;;;;;;
"Bagi kamu yang lagi craving makanan Korea, yuk langsung order di Grabfood, ShopeeFood, atau Gofood  ya😆👍 https://t.co/9Kq5nPe2rO"",""kak nagita slavina aja udah borong cupbop! ";;;;;;
kamu kapan nih order cupbopnya? 😍😍😍;;;;;;
;;;;;;
"bagi kamu yang lagi craving makanan korea, yuk langsung order di grabfood, shopeefood, atau gofood  ya😆👍 https://t.co/9kq5npe2ro""";;;;;;
134,Kalian ad yg mo jajan shopeefood ?,kalian ad yg mo jajan shopeefood ?;;;;;;
"135,""Guis yuk order pangsit goreng spesial 😍";;;;;;
;;;;;;
Yang mau order langsung DM ke @cemilan_kenyang;;;;;;
Tersedia di Gofood/Grabfood/ShopeeFood;;;;;;
Cek Instagram “macronis_food” ;;;;;;
;;;;;;
"Dom Malang, Jatim. https://t.co/rDGqzH7N1p"",""guis yuk order pangsit goreng spesial 😍";;;;;;
;;;;;;
yang mau order langsung dm ke @cemilan_kenyang;;;;;;
tersedia di gofood/grabfood/shopeefood;;;;;;
cek instagram “macronis_food” ;;;;;;
;;;;;;
"dom malang, jatim. https://t.co/rdgqzh7n1p""";;;;;;
"136,""Yuk nyemil crospy dulu nih sore sore😁😋";;;;;;
.;;;;;;
Jangan lupa langsung order ya😉;;;;;;
.;;;;;;
Ojek Online Kita Stby untuk kamu biar banyak diskon;;;;;;
"Gofood , Grabfood, ShopeeFood ,Traveloka Eats https://t.co/bhIftAUywp"",""yuk nyemil crospy dulu nih sore sore😁😋";;;;;;
.;;;;;;
jangan lupa langsung order ya😉;;;;;;
.;;;;;;
ojek online kita stby untuk kamu biar banyak diskon;;;;;;
"gofood , grabfood, shopeefood ,traveloka eats https://t.co/bhiftauywp""";;;;;;
137,@shopeefood_id kapan hadir di jatinangor sumedang ya?,@shopeefood_id kapan hadir di jatinangor sumedang ya?;;;;;;
"138,""@susruby MAUUUU KA RUBY MAU😭";;;;;;
"Buat jajan shopeefood hihi"",""@susruby mauuuu ka ruby mau😭";;;;;;
"buat jajan shopeefood hihi""";;;;;;
"139,""@asdfghjkleaa @shopeefood_id sedi bgt disini lom ada sopifud:"""")"",""@asdfghjkleaa @shopeefood_id sedi bgt disini lom ada sopifud:"""")""";;;;;;
"140,""Guis yuk diorder cemilannya☺️";;;;;;
Menu+price list lainnya ada di bawah ya🤗;;;;;;
;;;;;;
Yang mau order langsung DM ke @cemilan_kenyang;;;;;;
Tersedia di Gofood/Grabfood/ShopeeFood;;;;;;
Cek Instagram “macronis_food” ;;;;;;
;;;;;;
"Dom Malang, Jatim."",""guis yuk diorder cemilannya☺️";;;;;;
menu+price list lainnya ada di bawah ya🤗;;;;;;
;;;;;;
yang mau order langsung dm ke @cemilan_kenyang;;;;;;
tersedia di gofood/grabfood/shopeefood;;;;;;
cek instagram “macronis_food” ;;;;;;
;;;;;;
"dom malang, jatim.""";;;;;;
"141,""@AREAJULID Numpang ya kak🙏";;;;;;
Haii.. Kamu yg di bekasi, pesan makanan di @masgitel yuk. Ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.;;;;;
Cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya;;;;;
👇;;;;;;
https://t.co/daNCL5vB55;;;;;;
"🍚🍚🙏 https://t.co/Ps3LbninUj"",""@areajulid numpang ya kak🙏";;;;;;
haii.. kamu yg di bekasi, pesan makanan di @masgitel yuk. ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.;;;;;
cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya;;;;;
👇;;;;;;
https://t.co/dancl5vb55;;;;;;
"🍚🍚🙏 https://t.co/ps3lbninuj""";;;;;;
"142,""shopeefood in/traktir makan ortu walaupun dikit ngerasa senengnya bgt dah yaallah, semoga one day bisa kasih yg lebih banyak🥺🥺"",""shopeefood in/traktir makan ortu walaupun dikit ngerasa senengnya bgt dah yaallah, semoga one day bisa kasih yg lebih banyak🥺🥺""";;;;;;
143,Bestnya tengok orang checkout shopeefood tu 😭😭 area i takde shopeefood AAÃAA TT,bestnya tengok orang checkout shopeefood tu 😭😭 area i takde shopeefood aaãaa tt;;;;;;
"144,""@mollynyan12 Aku juga kenal mantan satpam, namanya Pak Teguh, kena PHK gara"""" pandemi dan akhirnya jadi driver shopeefood. Beliau sering nunggu orderan di warung aku, sambil nunggu selalu bantu"""" nyapu, ngepel, buangin sampah, bantu natain air minum gratis buat ojol. Aku sampe sungkan sendiri"",""@mollynyan12 aku juga kenal mantan satpam, namanya pak teguh, kena phk gara"""" pandemi dan akhirnya jadi driver shopeefood. beliau sering nunggu orderan di warung aku, sambil nunggu selalu bantu"""" nyapu, ngepel, buangin sampah, bantu natain air minum gratis buat ojol. aku sampe sungkan sendiri""";;;;;;
"145,""Kl lagi bokek tu wishlist tambah banyak,kl ada duit bingung mau beli apaan dulu ya saking banyaknya wishlist gue..";;;;;;
"akhirnya duitnya habis cuman buat shopeefood sama gopud☺️👍🏻"",""kl lagi bokek tu wishlist tambah banyak,kl ada duit bingung mau beli apaan dulu ya saking banyaknya wishlist gue..";;;;;;
"akhirnya duitnya habis cuman buat shopeefood sama gopud☺️👍🏻""";;;;;;
146,baru sadar order di shopeefood dari kemaren cuma goceng ga sampe ceban yawlo🙂,baru sadar order di shopeefood dari kemaren cuma goceng ga sampe ceban yawlo🙂;;;;;;
"147,""Bjir mau dimakan pas dijalan gadapet mangkok nya gskahsks ini konsep nya disuruh kea makan cilok gitu kali ya wkwk, murah juga nih lewat shopeefood cuma 15k ";;;;;;
;;;;;;
"Baso aci akang https://t.co/EmrPQoyf9o"",""bjir mau dimakan pas dijalan gadapet mangkok nya gskahsks ini konsep nya disuruh kea makan cilok gitu kali ya wkwk, murah juga nih lewat shopeefood cuma 15k ";;;;;;
;;;;;;
"baso aci akang https://t.co/emrpqoyf9o""";;;;;;
"148,""@FourthGrade_ 🤣🤣🤣🤣";;;;;;
;;;;;;
"Senja nitip lapak jualan Senja : Ricebox Wagyu, available di Jakarta dsk, bisa dipesan via GoFood/GrabFood/ShopeeFood (search : senjayummy). https://t.co/SR6SMbnGtE"",""@fourthgrade_ 🤣🤣🤣🤣";;;;;;
;;;;;;
"senja nitip lapak jualan senja : ricebox wagyu, available di jakarta dsk, bisa dipesan via gofood/grabfood/shopeefood (search : senjayummy). https://t.co/sr6smbngte""";;;;;;
"149,""@handokotjung 👍🏻👍🏻👍🏻👍🏻";;;;;;
;;;;;;
"Senja nitip lapak jualan Senja : Ricebox Wagyu, available di Jakarta dsk, bisa dipesan via GoFood/GrabFood/ShopeeFood (search : senjayummy). https://t.co/qugnYI4bUY"",""@handokotjung 👍🏻👍🏻👍🏻👍🏻";;;;;;
;;;;;;
"senja nitip lapak jualan senja : ricebox wagyu, available di jakarta dsk, bisa dipesan via gofood/grabfood/shopeefood (search : senjayummy). https://t.co/qugnyi4buy""";;;;;;
"150,""CUMA 60 RIBU bisa dapet makanan dan minuman enak-enak? Ya cuma di CK dong pastinya.";;;;;;
;;;;;;
Kalo gak percaya order aja sekarang via @gofoodindonesia Grabfood dan @shopeefood_id gausah pake lama.;;;;;;
;;;;;;
"#OnlyAtCK #AlwaysAtCK #WaktunyaCK #CircleKIndonesia #PromoCK https://t.co/CxslDzIp55"",""cuma 60 ribu bisa dapet makanan dan minuman enak-enak? ya cuma di ck dong pastinya.";;;;;;
;;;;;;
kalo gak percaya order aja sekarang via @gofoodindonesia grabfood dan @shopeefood_id gausah pake lama.;;;;;;
;;;;;;
"#onlyatck #alwaysatck #waktunyack #circlekindonesia #promock https://t.co/cxsldzip55""";;;;;;
151,@undipmenfess di dom ku gaada shopeefood wkwk,@undipmenfess di dom ku gaada shopeefood wkwk;;;;;;
152,Po mung aku ya sek rangerti carane shopeefood dan durung tau blas😭,po mung aku ya sek rangerti carane shopeefood dan durung tau blas😭;;;;;;
"153,""@undipmenfess Pengen di shopeepay-in aja nder, gada shopeefood ditempatku :("",""@undipmenfess pengen di shopeepay-in aja nder, gada shopeefood ditempatku :(""";;;;;;
"154,""Berpindah lain hati ke shopeefood travel eat dan gofood sekarang deh ah, grab gak asik udah gak ada vocernya"",""berpindah lain hati ke shopeefood travel eat dan gofood sekarang deh ah, grab gak asik udah gak ada vocernya""";;;;;;
155,@FOOD_FESS Aku lebih cinta sama @shopeefood_id,@food_fess aku lebih cinta sama @shopeefood_id;;;;;;
156,mentang-mentng shopeefood jadi murah jajan jajan jajan terus lalu tekor😫🥲,mentang-mentng shopeefood jadi murah jajan jajan jajan terus lalu tekor😫🥲;;;;;;
"157,""@shopeefood_id Udh gada gaji, kepengen jajan di shopee food. Tp gada duit:("",""@shopeefood_id udh gada gaji, kepengen jajan di shopee food. tp gada duit:(""";;;;;;
158,tadinya tiap hari sarapan shopeefood sampe tiba2 gojek bikin beginian *anak undian ahahaha https://t.co/TlpFwVjPp9,tadinya tiap hari sarapan shopeefood sampe tiba2 gojek bikin beginian *anak undian ahahaha https://t.co/tlpfwvjpp9;;;;;;
"159,""Gila kali biaya layanan shopeefood naik jd 5rb lumayan jugeee, udah ah gofood aja paling bener"",""gila kali biaya layanan shopeefood naik jd 5rb lumayan jugeee, udah ah gofood aja paling bener""";;;;;;
160,@nctjenoly @FOODFESS2 biasanya shopeefood ada vocher potongan ntah 18k atau 25k minimal beli 40k gt,@nctjenoly @foodfess2 biasanya shopeefood ada vocher potongan ntah 18k atau 25k minimal beli 40k gt;;;;;;
"161,""@sweetrryuu Dont Worry ya Kak, stay tune terus di akun social media Shopee biar Kamu ga ketinggalan info terupdate seputar ShopeeFood ya. Sehat selalu Kakak 🙏🏻 ^CL"",""@sweetrryuu dont worry ya kak, stay tune terus di akun social media shopee biar kamu ga ketinggalan info terupdate seputar shopeefood ya. sehat selalu kakak 🙏🏻 ^cl""";;;;;;
162,Cobaan orang lapar @shopeefood_id https://t.co/jUqVsfUtYQ,cobaan orang lapar @shopeefood_id https://t.co/juqvsfutyq;;;;;;
"163,""@mediocrickey Ngegosipnya sambil makan burger kampoeng ALOHO BURGER yuk...";;;;;;
Homemade patty berpadu dgn saus special &amp; sayuran segar pasti bikin ketagihan! ;;;;;
Diskon 50% pemesanan di gofood, grabfood &amp; shopeefood lho! Link order klik https://t.co/zWwhqjs0yq;;;;;
;;;;;;
"#numpanggelarlapak https://t.co/deCoRgTCny"",""@mediocrickey ngegosipnya sambil makan burger kampoeng aloho burger yuk...";;;;;;
homemade patty berpadu dgn saus special &amp; sayuran segar pasti bikin ketagihan! ;;;;;
diskon 50% pemesanan di gofood, grabfood &amp; shopeefood lho! link order klik https://t.co/zwwhqjs0yq;;;;;
;;;;;;
"#numpanggelarlapak https://t.co/decorgtcny""";;;;;;
164,kenapa sih bobatime gak ada di shopeefood [ceray],kenapa sih bobatime gak ada di shopeefood [ceray];;;;;;
165,Ini shopeepay shopeefood lagi error apa gimana? Gagal terus pas mau bayar,ini shopeepay shopeefood lagi error apa gimana? gagal terus pas mau bayar;;;;;;
