,Unnamed: 0,Created_At,Tweets,Case_Folding,Clean_Data,sentiment,label
346,1651,2021-10-21 10:27:43+00:00,ke circle k jalan kaki cuma 5 mnt tp ak pesen lewat shopeefood gpp kan ya😞,ke circle k jalan kaki cuma 5 mnt tp ak pesen lewat shopeefood gpp kan ya😞,circle jalan kaki pesen shopeefood tidak apa-apa kan,3,positif
347,1652,2021-10-21 10:23:24+00:00,"Nasi Goreng Tiga De Nok - Palmerah sekarang ada di ShopeeFood! Pesan Sekarang, langsung diantar. https://t.co/WnLvfcwVNg https://t.co/YuNWNohlaY","nasi goreng tiga de nok - palmerah sekarang ada di shopeefood! pesan sekarang, langsung diantar. https://t.co/wnlvfcwvng https://t.co/yunwnohlay",nasi goreng adik nok palmerah shopeefood pesan diantar,5,positif
348,1653,2021-10-21 10:22:48+00:00,"@BaleBengong #kamisbisnis
Masih ada nih diskon di shopeefood. Nugget 35rb jadi 16rb saja.. jangan lupa claim voucher yaa..
Silakan klik link nya https://t.co/QzOt3aNrj3 https://t.co/MBFSITD1eF","@balebengong #kamisbisnis
masih ada nih diskon di shopeefood. nugget 35rb jadi 16rb saja.. jangan lupa claim voucher yaa..
silakan klik link nya https://t.co/qzot3anrj3 https://t.co/mbfsitd1ef",diskon shopeefood nugget rb rb lupa claim voucher yaa silakan klik link nya,4,positif
349,1654,2021-10-21 10:09:19+00:00,Kenapa deh shopeefood makanannya ga ada decs jadi gua bingung isinya apa aja,kenapa deh shopeefood makanannya ga ada decs jadi gua bingung isinya apa aja,deh shopeefood makanannya ga decs bingung isinya,3,positif
350,1655,2021-10-21 10:08:55+00:00,"Guis yuk diorder cemilannya☺️
Menu+price list lainnya ada di bawah ya🤗

Yang mau order langsung DM ke @cemilan_kenyang
Tersedia di Gofood/Grabfood/ShopeeFood
Cek Instagram “macronis_food” 

Dom Malang, Jatim. https://t.co/7kWW9pCt4h","guis yuk diorder cemilannya☺️
menu+price list lainnya ada di bawah ya🤗

yang mau order langsung dm ke @cemilan_kenyang
tersedia di gofood/grabfood/shopeefood
cek instagram “macronis_food” 

dom malang, jatim. https://t.co/7kww9pct4h",guis yuk diorder cemilannya menuprice list order dm kenyang tersedia gofoodgrabfoodshopeefood cek instagram macronisfood dom malang jatim,2,positif
351,1656,2021-10-21 10:00:27+00:00,"@detikcom Rame banget!!!
Yaaa kaleee gk ada yg beli!!!
Bakso Budeh Pur

GoFood @gojekindonesia
https://t.co/5foCeZSvN9

GrabFood @GrabID
https://t.co/fyRA6e4eaL

ShopeeFood @ShopeeID
https://t.co/PNe3RtzYGw","@detikcom rame banget!!!
yaaa kaleee gk ada yg beli!!!
bakso budeh pur

gofood @gojekindonesia
https://t.co/5focezsvn9

grabfood @grabid
https://t.co/fyra6e4eal

shopeefood @shopeeid
https://t.co/pne3rtzygw",ramai banget yaaa kaleee gk beli bakso budeh pur gofood grabfood shopeefood,2,positif
352,1657,2021-10-21 10:00:01+00:00,"Drama Uang Ditahan Karena Laku Akibat Promo Dari Shopee

ps:
Jadi.... Akibat promo shopee resto terlalu laku, sehingga layak suspend karena mencurigakan? 🤔

Lebih lengkap baca di:
https://t.co/TFtYvFFqEf

cc: @ShopeeID 
cc: @shopeefood_id https://t.co/4yVDUnpZJp","drama uang ditahan karena laku akibat promo dari shopee

ps:
jadi.... akibat promo shopee resto terlalu laku, sehingga layak suspend karena mencurigakan? 🤔

lebih lengkap baca di:
https://t.co/tftyvffqef

cc: @shopeeid 
cc: @shopeefood_id https://t.co/4yvdunpzjp",drama uang ditahan laku akibat promo shopee ps akibat promo shopee resto laku layak suspend mencurigakan lengkap baca cc cc id,11,positif
353,1658,2021-10-21 10:00:00+00:00,"Setiap Jumat makan hemat banget? CJ aja!
FREE Western Beefbac Cheeseburger setiap pembelian 2 Western Beefbac Cheeseburger berlaku untuk Dine In, Take Away, Drive Thru, juga pesan antar lewat Grabfood, GoFood, Shopeefood atau One Stop CJ.
#CarlsJrID #CarlsJr #Chargrilledburger https://t.co/y8tl4f6EUZ","setiap jumat makan hemat banget? cj aja!
free western beefbac cheeseburger setiap pembelian 2 western beefbac cheeseburger berlaku untuk dine in, take away, drive thru, juga pesan antar lewat grabfood, gofood, shopeefood atau one stop cj.
#carlsjrid #carlsjr #chargrilledburger https://t.co/y8tl4f6euz",jumat makan hemat banget cj free western beefbac cheeseburger pembelian western beefbac cheeseburger berlaku dine in take away drive thru pesan grabfood gofood shopeefood one stop cj,18,positif
354,1659,2021-10-21 09:42:01+00:00,Driver @shopeefood_id Jogja akhlakless sejam dichat ga dibls tau2 cancel https://t.co/K0pUKiVVxS,driver @shopeefood_id jogja akhlakless sejam dichat ga dibls tau2 cancel https://t.co/k0pukivvxs,driver id jogja akhlakless sejam dichat ga dibls cancel,0,netral
355,1660,2021-10-21 09:35:40+00:00,@SINON_4 Aku pernah order shopeefood drivernya di meksiko,@sinon_4 aku pernah order shopeefood drivernya di meksiko,order shopeefood drivernya meksiko,0,netral
356,1661,2021-10-21 09:35:02+00:00,lebih cinta lagiii nemu nasi padang enaq di shopeefood eandom aja milih yg bintangnya gede dan ternyata MURCEUU parah dan ENAK BGT!!:( double combo yuhu alhamdulillah🥰🥰,lebih cinta lagiii nemu nasi padang enaq di shopeefood eandom aja milih yg bintangnya gede dan ternyata murceuu parah dan enak bgt!!:( double combo yuhu alhamdulillah🥰🥰,cinta lagiii nemu nasi padang enaq shopeefood eandom milih bintangnya gede murceuu parah enak banget double combo yuhu alhamdulillah,9,positif
357,1662,2021-10-21 09:27:10+00:00,"Apa nama menu ini, A/B 😁😋
.
Yuk langsung order yaa 😉
.
Ojek Online Kita Stby untuk kamu biar banyak diskon
Gofood , Grabfood, ShopeeFood ,Traveloka Eats https://t.co/1JoS1ZkM22","apa nama menu ini, a/b 😁😋
.
yuk langsung order yaa 😉
.
ojek online kita stby untuk kamu biar banyak diskon
gofood , grabfood, shopeefood ,traveloka eats https://t.co/1jos1zkm22",nama menu ab yuk order yaa ojek online stby biar diskon gofood grabfood shopeefood traveloka eats,10,positif
358,1663,2021-10-21 09:25:07+00:00,"@indomeyeah aku kirain cuma aku yang kalo buka grabfood, gofood, shopeefood bingung mau makna apa scroll scroll 30 menitan lebih","@indomeyeah aku kirain cuma aku yang kalo buka grabfood, gofood, shopeefood bingung mau makna apa scroll scroll 30 menitan lebih",kirain buka grabfood gofood shopeefood bingung makna scroll scroll menitan,8,positif
359,1664,2021-10-21 09:19:53+00:00,Mesen shopeefood tapi tiba2 ujan deres bgt kasian drivernya😟,mesen shopeefood tapi tiba2 ujan deres bgt kasian drivernya😟,mesen shopeefood ujan deres banget kasian drivernya,-1,negatif
360,1665,2021-10-21 09:12:59+00:00,@Iiquorcy baru pernah sekali pake shopeefood itupun karena tadi mau beli lauk ke warung ternyata tutup https://t.co/FvSzzCs3KF,@iiquorcy baru pernah sekali pake shopeefood itupun karena tadi mau beli lauk ke warung ternyata tutup https://t.co/fvszzcs3kf,pakai shopeefood itupun beli lauk warung tutup,-2,negatif
361,1666,2021-10-21 09:03:51+00:00,"@carnasterion Shopeefood ada vocnya tiap harii, cek aja '-'b","@carnasterion shopeefood ada vocnya tiap harii, cek aja '-'b",shopeefood vocnya harii cek b,-4,negatif
362,1667,2021-10-21 08:58:40+00:00,"@yaemikc sbucks lg a shopeefood lg bnyak diskon sumpa, u bli ap","@yaemikc sbucks lg a shopeefood lg bnyak diskon sumpa, u bli ap",sbucks a shopeefood bnyak diskon sumpa bli,2,positif
363,1668,2021-10-21 08:57:40+00:00,"@Iiquorcy Belom pernah jajan di gofood/shopeefood, grabfood ga punya aplikasi nya😂😂 https://t.co/8k4L3oYmEU","@iiquorcy belom pernah jajan di gofood/shopeefood, grabfood ga punya aplikasi nya😂😂 https://t.co/8k4l3oymeu",jajan gofoodshopeefood grabfood ga aplikasi nya,4,positif
364,1669,2021-10-21 08:56:23+00:00,@Iiquorcy mengsedih di tempatku gk ada shopeefood😞,@iiquorcy mengsedih di tempatku gk ada shopeefood😞,mengsedih tempatku gk shopeefood,-3,negatif
365,1670,2021-10-21 08:55:54+00:00,"Kamu butuh kehangatan? wis rasah galau sik ora duwe pacar. Mie Godog Sambat siap memberikanmu kehangatan lebih dari sekedar pacar. 

Ada di warung mbah sambat. Bisa dine in/take away. Bisa juga pesen lewat GoFood/ShopeeFood. https://t.co/ngQhtGaTI7","kamu butuh kehangatan? wis rasah galau sik ora duwe pacar. mie godog sambat siap memberikanmu kehangatan lebih dari sekedar pacar. 

ada di warung mbah sambat. bisa dine in/take away. bisa juga pesen lewat gofood/shopeefood. https://t.co/ngqhtgati7",butuh kehangatan wis rasah galau sik ora duwe pacar mie godog sambat memberikanmu kehangatan pacar warung mbah sambat dine intake away pesen gofoodshopeefood,0,netral
366,1671,2021-10-21 08:55:34+00:00,@jaemcityx benerrr ); sbucks lg promo di shopeefood makjii ayo minum kopi biar ga stress karna panas https://t.co/2P2PIvPYs3,@jaemcityx benerrr ); sbucks lg promo di shopeefood makjii ayo minum kopi biar ga stress karna panas https://t.co/2p2pivpys3,benerrr sbucks promo shopeefood makjii ayo minum kopi biar ga stress panas,14,positif
367,1672,2021-10-21 08:55:19+00:00,"kalau orang bandung mah makan di sini aja, mau split blill atau engga; gaada damagenya buat dompet. kalau males keluar rumah bisa cari di shopeefood biar mamang shopeefood yg kirim. inget brader beuteung sebeuh dompet weteuh 👍 https://t.co/Twz3K8RhGE https://t.co/W4LMMk7ESR","kalau orang bandung mah makan di sini aja, mau split blill atau engga; gaada damagenya buat dompet. kalau males keluar rumah bisa cari di shopeefood biar mamang shopeefood yg kirim. inget brader beuteung sebeuh dompet weteuh 👍 https://t.co/twz3k8rhge https://t.co/w4lmmk7esr",bandung mah makan split blill engga tidak ada uang damagenya dompet males keluar rumah cari shopeefood biar mamang shopeefood kirim inget brader beuteung sebeuh dompet weteuh,-12,negatif
368,1673,2021-10-21 08:54:23+00:00,"@Iiquorcy gapernah shopeefood, gofood. ga ada dua ituu","@iiquorcy gapernah shopeefood, gofood. ga ada dua ituu",gapernah shopeefood gofood ga ituu,-3,negatif
369,1674,2021-10-21 08:49:23+00:00,"MD yuk diorder pangsit goreng spesialnya☺️
Menu+price list lainnya ada di bawah ya🤗

Yang mau order langsung DM ke @cemilan_kenyang
Tersedia di Gofood/Grabfood/ShopeeFood
Cek Instagram “macronis_food” 

Dom Malang, Jatim. https://t.co/YbBqZoZmft","md yuk diorder pangsit goreng spesialnya☺️
menu+price list lainnya ada di bawah ya🤗

yang mau order langsung dm ke @cemilan_kenyang
tersedia di gofood/grabfood/shopeefood
cek instagram “macronis_food” 

dom malang, jatim. https://t.co/ybbqzozmft",md yuk diorder pangsit goreng spesialnya menuprice list order dm kenyang tersedia gofoodgrabfoodshopeefood cek instagram macronisfood dom malang jatim,7,positif
370,1675,2021-10-21 08:48:49+00:00,driver shopeefood tu mantap joki balap semua kali ya,driver shopeefood tu mantap joki balap semua kali ya,driver shopeefood tu mantap joki balap,5,positif
371,1676,2021-10-21 08:41:56+00:00,Hari2 tggu voucher shopeefood... 🤭🤭🤭,hari2 tggu voucher shopeefood... 🤭🤭🤭,tunggu voucher shopeefood,4,positif
372,1677,2021-10-21 08:26:06+00:00,baru tau yg cabang tlogo udh avail di shopeefood😩 selama ini beli minum yg cabang gajah.. https://t.co/SiaSbb8tgY,baru tau yg cabang tlogo udh avail di shopeefood😩 selama ini beli minum yg cabang gajah.. https://t.co/siasbb8tgy,cabang tlogo avail shopeefood beli minum cabang gajah,-1,negatif
373,1678,2021-10-21 08:25:54+00:00,@jimarryy asli pesen di gofood selalu mahal gapernah dapet potongan gede gitu🤣 shopeefood aja nanti😆,@jimarryy asli pesen di gofood selalu mahal gapernah dapet potongan gede gitu🤣 shopeefood aja nanti😆,asli pesen gofood mahal gapernah potongan gede shopeefood,0,netral
374,1679,2021-10-21 08:22:37+00:00,"Dikantor yg sering shopeefood cuma aku, rasa2nya kok kyk pemborosan amat ya yg lain ga pernah pada order makan lewat online :(","dikantor yg sering shopeefood cuma aku, rasa2nya kok kyk pemborosan amat ya yg lain ga pernah pada order makan lewat online :(",dikantor shopeefood pemborosan ga order makan online,-4,negatif
375,1680,2021-10-21 08:13:51+00:00,"Guis baru pertama kali self pick up, untung ada bapak driver shopeefood baik ngasih tau harus ke kasir dulu. Terus diajak ngobrol ngobrol, waktu bapaknya pulang duluan pamitan juga. Lain kali pengen deh self pick up lg lebih seruuu https://t.co/MR5LnCxAFp","guis baru pertama kali self pick up, untung ada bapak driver shopeefood baik ngasih tau harus ke kasir dulu. terus diajak ngobrol ngobrol, waktu bapaknya pulang duluan pamitan juga. lain kali pengen deh self pick up lg lebih seruuu https://t.co/mr5lncxafp",guis self pick up untung driver shopeefood kasir diajak ngobrol ngobrol bapaknya pulang duluan pamitan pengen deh self pick up seruuu,13,positif
376,1681,2021-10-21 08:11:01+00:00,"@vantaefrdx di shopeefood! promonya macem-macem, ada yang satu ada juga yang dua gini. nah nanti kamu klaim gratis ongkir sama diskon 100% lagi biar nambah banyak promonya 😚 https://t.co/CMdbtEtKSr","@vantaefrdx di shopeefood! promonya macem-macem, ada yang satu ada juga yang dua gini. nah nanti kamu klaim gratis ongkir sama diskon 100% lagi biar nambah banyak promonya 😚 https://t.co/cmdbtetksr",shopeefood promonya macemmacem gini klaim gratis ongkos kirim diskon biar nambah promonya,9,positif
377,1682,2021-10-21 08:05:10+00:00,Udah klik shopeefood terus ujan...🥲,udah klik shopeefood terus ujan...🥲,klik shopeefood ujan,0,netral
378,1683,2021-10-21 07:58:46+00:00,shopeefood kapan bisa sih,shopeefood kapan bisa sih,shopeefood sih,0,netral
379,1684,2021-10-21 07:54:03+00:00,@canavarissaa ya ampun di sini belom ada aja shopeefood :(,@canavarissaa ya ampun di sini belom ada aja shopeefood :(,ampun shopeefood,1,positif
380,1685,2021-10-21 07:53:01+00:00,"@forkyhours @yunseongtampan @FOODFESS2 beli lsg bisa, gojek ada, shopeefood ada","@forkyhours @yunseongtampan @foodfess2 beli lsg bisa, gojek ada, shopeefood ada",beli lsg gojek shopeefood,2,positif
381,1686,2021-10-21 07:50:39+00:00,Makanan di shopeefood yg enak buat buka puasa kira kira apaan?😭😭,makanan di shopeefood yg enak buat buka puasa kira kira apaan?😭😭,makanan shopeefood enak buka puasa kira kira,13,positif
382,1687,2021-10-21 07:47:18+00:00,"di grabfood juga dan di shopeefood juga, masasih tutup anjir mcd","di grabfood juga dan di shopeefood juga, masasih tutup anjir mcd",grabfood shopeefood masasih tutup anjing mcd,-6,negatif
383,1688,2021-10-21 07:44:15+00:00,Kenapa coba kfc gak ada di shopeefood whyyyy,kenapa coba kfc gak ada di shopeefood whyyyy,coba kfc tidak shopeefood whyyyy,2,positif
384,1689,2021-10-21 07:37:29+00:00,"@RacunBelanja Numpang ya kak🙏
Haii.. Kamu yg di bekasi, pesan makanan di @masgitel yuk. Ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.
Cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya
👇
https://t.co/daNCL5vB55
🍚🍚🙏 https://t.co/a3iTD1fGNp","@racunbelanja numpang ya kak🙏
haii.. kamu yg di bekasi, pesan makanan di @masgitel yuk. ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.
cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya
👇
https://t.co/dancl5vb55
🍚🍚🙏 https://t.co/a3itd1fgnp",numpang kak haii bekasi pesan makanan yuk aneka ricebowl amp snack yummy harga terjangkau promo lho cek aplikasi gofoodgrabfood shopeefood amp travelokaeats pilih menunya,15,positif
385,1690,2021-10-21 07:36:22+00:00,"@plumbinq @mazzini_gsp 🤣🤣🤣👌🏻

Senja nitip lapak jualan Senja : Ricebox Wagyu, available di Jakarta dsk, bisa dipesan via GoFood/GrabFood/ShopeeFood (search : senjayummy). https://t.co/Mcig4JiZtB","@plumbinq @mazzini_gsp 🤣🤣🤣👌🏻

senja nitip lapak jualan senja : ricebox wagyu, available di jakarta dsk, bisa dipesan via gofood/grabfood/shopeefood (search : senjayummy). https://t.co/mcig4jiztb",gsp senja nitip lapak jualan senja ricebox wagyu available jakarta dsk dipesan via gofoodgrabfoodshopeefood search senjayummy,1,positif
386,1691,2021-10-21 07:30:32+00:00,@shopeefood_id Pengajuan shoppefood partner tidak ada kejelasan sejak juni 2021,@shopeefood_id pengajuan shoppefood partner tidak ada kejelasan sejak juni 2021,id pengajuan shoppefood partner tidak kejelasan,-4,negatif
387,1692,2021-10-21 07:24:56+00:00,"Btw lethcy tea 42rebu😭 segede apa gelasnya kalau ramping yaallah mahal jg yha dah paling bener first date itu street food like sate padang atau seblak, atau apa ya jangan dimention smua ntar abis ini shopeefood","btw lethcy tea 42rebu😭 segede apa gelasnya kalau ramping yaallah mahal jg yha dah paling bener first date itu street food like sate padang atau seblak, atau apa ya jangan dimention smua ntar abis ini shopeefood",ngomong-ngomong lethcy tea rebu segede gelasnya ramping yaallah mahal yha deh paling benar first date street food like sate padang seblak dimention smua habis shopeefood,8,positif
388,1693,2021-10-21 07:23:24+00:00,"syg! yang pernah order sbux via SHOPEEfood, itu ada whipped creamnya gasi?","syg! yang pernah order sbux via shopeefood, itu ada whipped creamnya gasi?",sayang order sbux via shopeefood whipped creamnya gasi,-1,negatif
389,1694,2021-10-21 07:23:19+00:00,@zocityx Tempatku ada McD sama shopeefood tpi 🤸,@zocityx tempatku ada mcd sama shopeefood tpi 🤸,tempatku mcd shopeefood,-3,negatif
390,1695,2021-10-21 07:18:10+00:00,@carnasterion Di shopeefood adanya disc 18rb yaa,@carnasterion di shopeefood adanya disc 18rb yaa,shopeefood disc rb yaa,0,netral
391,1696,2021-10-21 07:15:53+00:00,"Kalian tim yang mana? 

🔁Pilih menu dulu, baru top-up saldo 
❤️Top-up saldo dulu, baru pesen makan","kalian tim yang mana? 

🔁pilih menu dulu, baru top-up saldo 
❤️top-up saldo dulu, baru pesen makan",tim pilih menu topup saldo topup saldo pesen makan,-1,negatif
392,1697,2021-10-21 07:15:04+00:00,capek banget ni hp tua berulah mulu padahal gue lagi order shopeefood anjirrrrrr malah re-install sendiri 😩 https://t.co/HFzon1K5uc,capek banget ni hp tua berulah mulu padahal gue lagi order shopeefood anjirrrrrr malah re-install sendiri 😩 https://t.co/hfzon1k5uc,capek banget hp tua berulah melulu order shopeefood anjirrrrrr reinstall,-6,negatif
393,1698,2021-10-21 07:14:38+00:00,"tadi pesen shopeefood, trs gak punya cash buat tips abangnya, ku bikinin es kopi susu lah. di botol kemasan 250ml gitu. trs mama nanya. 'buat siapa ka?' 
'mas shopee ma.' 
'trs? ngasih kopi doang gt?' 
'ya gimana gaada cash??'
gak lama mama ngasi uang 10k. 
'nih ka, kasih masnya'","tadi pesen shopeefood, trs gak punya cash buat tips abangnya, ku bikinin es kopi susu lah. di botol kemasan 250ml gitu. trs mama nanya. 'buat siapa ka?' 
'mas shopee ma.' 
'trs? ngasih kopi doang gt?' 
'ya gimana gaada cash??'
gak lama mama ngasi uang 10k. 
'nih ka, kasih masnya'",pesen shopeefood tidak cash tips abangnya ku bikinin es kopi susu botol kemasan ml mama kakak mas shopee ma kopi doang tidak ada uang cash tidak mama ngasi uang kakak kasih masnya,6,positif
394,1699,2021-10-21 06:55:19+00:00,"@ShopeePay_ID salah min, pergi jajannya pake shopeefood 😂 https://t.co/XpJmS25BQr","@shopeepay_id salah min, pergi jajannya pake shopeefood 😂 https://t.co/xpjms25bqr",id salah min pergi jajannya pakai shopeefood,-3,negatif
395,1700,2021-10-21 06:45:42+00:00,"dari tadi scroll menu shopeefood ga beres2, bingung mau mesen apaan shshhs","dari tadi scroll menu shopeefood ga beres2, bingung mau mesen apaan shshhs",scroll menu shopeefood ga beres bingung mesen shshhs,0,netral
396,1701,2021-10-21 06:43:33+00:00,@Rkdekslak @ardinatp @usaputro @airinque92 @idabagusreza Oh ya kalo shopeefood ada restaurant fee juga,@rkdekslak @ardinatp @usaputro @airinque92 @idabagusreza oh ya kalo shopeefood ada restaurant fee juga,shopeefood restaurant fee,0,netral
397,1702,2021-10-21 06:26:35+00:00,shopeefood paling enak itu dibeliin,shopeefood paling enak itu dibeliin,shopeefood paling enak dibeliin,4,positif
398,1703,2021-10-21 06:22:09+00:00,"Pernah naik Maxim
Abangnya pake jaket grab
Helmnya gojek
Gue dapet helm shopeefood https://t.co/QZGtI7ggYt","pernah naik maxim
abangnya pake jaket grab
helmnya gojek
gue dapet helm shopeefood https://t.co/qzgti7ggyt",maxim abangnya pakai jaket grab helmnya gojek helm shopeefood,0,netral
399,1704,2021-10-21 06:11:53+00:00,KOPI KENANGAN Promo DISKON hingga 40% Dengan Pembayaran Menggunakan SHOPEEPAY dan Pemesanan via SHOPEEFOOD https://t.co/VJ81QDhZQT,kopi kenangan promo diskon hingga 40% dengan pembayaran menggunakan shopeepay dan pemesanan via shopeefood https://t.co/vj81qdhzqt,kopi kenangan promo diskon hingga pembayaran menggunakan shopeepay pemesanan via shopeefood,10,positif
400,1705,2021-10-21 06:07:06+00:00,"Diet emang paling bener kalau di kos 
Mau ambil makan ke bawah males, mau pesen shopeefood malah scroll yg lain 🤣","diet emang paling bener kalau di kos 
mau ambil makan ke bawah males, mau pesen shopeefood malah scroll yg lain 🤣",diet paling benar kos ambil makan males pesen shopeefood scroll,-9,negatif
401,1706,2021-10-21 06:06:41+00:00,@shopeefood_id kak tolongin temen saya kasian gabisa makan tau 🤣🥲,@shopeefood_id kak tolongin temen saya kasian gabisa makan tau 🤣🥲,id kak tolongin teman kasian gabisa makan,-2,negatif
402,1707,2021-10-21 06:03:20+00:00,@KalishaRensi blom nih msi nunggu shopeefood,@kalisharensi blom nih msi nunggu shopeefood,blom msi nunggu shopeefood,1,positif
403,1708,2021-10-21 05:56:33+00:00,"@arrasyyyy Dom ku jangankan shopeefood, grabfood aja gak ada 😭","@arrasyyyy dom ku jangankan shopeefood, grabfood aja gak ada 😭",dom ku jangankan shopeefood grabfood tidak,-3,negatif
404,1709,2021-10-21 05:56:05+00:00,Haaaa dah ada di Shopeefood. Mehlah try. https://t.co/zuVB7Bt1Ok,haaaa dah ada di shopeefood. mehlah try. https://t.co/zuvb7bt1ok,haaaa deh shopeefood mehlah try,0,netral
405,1710,2021-10-21 05:38:52+00:00,mau jajan di shopeefood trus kurang 3rb :) ya Allah nangis ajalah males topup lg,mau jajan di shopeefood trus kurang 3rb :) ya allah nangis ajalah males topup lg,jajan shopeefood rb allah menangis ajalah males topup,-3,negatif
406,1711,2021-10-21 05:38:03+00:00,@milleeunje Ini shopeefood ya teh? Btw selamat makan hehe🙆🏻‍♀️,@milleeunje ini shopeefood ya teh? btw selamat makan hehe🙆🏻‍♀️,shopeefood kakak perempuan ngomong-ngomong selamat makan he,6,positif
407,1712,2021-10-21 05:35:53+00:00,"Seru juga pesen di shopeefood😆
Ayo coba reply yg dom nya masuk list di bawah ini 🤔 https://t.co/dxFtxGnZVc","seru juga pesen di shopeefood😆
ayo coba reply yg dom nya masuk list di bawah ini 🤔 https://t.co/dxftxgnzvc",seru pesen shopeefood ayo coba reply dom nya masuk list,10,positif
408,1713,2021-10-21 05:28:24+00:00,rekomen makanan di grab/shopeefood dongg yg di jakarta barat/pusat gtt,rekomen makanan di grab/shopeefood dongg yg di jakarta barat/pusat gtt,rekomen makanan grabshopeefood dongg jakarta baratpusat gtt,3,positif
409,1714,2021-10-21 05:28:15+00:00,"Niat hati ngga bawa bekal karna pgn jajan. Udah kebayang ngandelin shopeefood. Udah jatah makan siang mau pesen, lupa ngisi saldo shopeepay. Buka mbanking mau transfer, baru keinget adanya di rekening lain yg ngga ada mbankingnya. Sungguh pintar aku hari ini :)","niat hati ngga bawa bekal karna pgn jajan. udah kebayang ngandelin shopeefood. udah jatah makan siang mau pesen, lupa ngisi saldo shopeepay. buka mbanking mau transfer, baru keinget adanya di rekening lain yg ngga ada mbankingnya. sungguh pintar aku hari ini :)",niat hati tidak bawa bekal pgn jajan kebayang ngandelin shopeefood jatah makan siang pesen lupa mengisi saldo shopeepay buka mbanking transfer keinget rekening tidak mbankingnya sungguh pintar,20,positif
410,1715,2021-10-21 05:24:06+00:00,"harganya 17k! karena aku anak promo, jadi ini pake shopeefood dapet fish rica2 + spicy chicken bites + ice coffee cuma 25k 😍","harganya 17k! karena aku anak promo, jadi ini pake shopeefood dapet fish rica2 + spicy chicken bites + ice coffee cuma 25k 😍",harganya anak promo pakai shopeefood fish rica spicy chicken bites ice coffee,5,positif
411,1716,2021-10-21 05:20:21+00:00,"bebek setengah ekor cuma 23ribu, terimakasih shopeefood 🥺 https://t.co/mRm7WIhltF","bebek setengah ekor cuma 23ribu, terimakasih shopeefood 🥺 https://t.co/mrm7wihltf",bebek ekor terimakasih shopeefood,2,positif
412,1717,2021-10-21 05:15:25+00:00,"terima kasih shopeefood, madangku iso irit tapi fancy.","terima kasih shopeefood, madangku iso irit tapi fancy.",terima kasih shopeefood madangku irit fancy,6,positif
413,1718,2021-10-21 05:15:08+00:00,"Tiba2 pengen order shopeefood tapi saldo gw udh ludes gara2 si anjing @adhisty_ruto
Balikin duit gw dong bangsat","tiba2 pengen order shopeefood tapi saldo gw udh ludes gara2 si anjing @adhisty_ruto
balikin duit gw dong bangsat",pengen order shopeefood saldo ludes gara si anjing ruto balikin duit bangsat,-13,negatif
414,1719,2021-10-21 05:12:18+00:00,"Nasi / Mie Geprek Bensu Ayam Tumbuk semuanya sama sama enak porsinya banyak dan pastinya kenyang,😋
.
Yuk order Geprek Bensu, banyak banget promo yg bisa kamu nikmati loh🤩
.
Bisa datang ke outlet Geprek Bensu langsung atau order via Grabfood, Gofood, Shopeefood &amp; EatsbyTraveloka https://t.co/uWMQdZXZmt","nasi / mie geprek bensu ayam tumbuk semuanya sama sama enak porsinya banyak dan pastinya kenyang,😋
.
yuk order geprek bensu, banyak banget promo yg bisa kamu nikmati loh🤩
.
bisa datang ke outlet geprek bensu langsung atau order via grabfood, gofood, shopeefood &amp; eatsbytraveloka https://t.co/uwmqdzxzmt",nasi mie geprek bensu ayam tumbuk enak porsinya pastinya kenyang yuk order geprek bensu banget promo nikmati loh outlet geprek bensu order via grabfood gofood shopeefood amp eatsbytraveloka,25,positif
415,1720,2021-10-21 05:06:14+00:00,"Dari jam 10.00 udh laper bukaknya buka shopeefood malah buka Twitter, IG, TikTok, tiba2 jam 12","dari jam 10.00 udh laper bukaknya buka shopeefood malah buka twitter, ig, tiktok, tiba2 jam 12",jam laper bukaknya buka shopeefood buka twitter ig tiktok jam,3,positif
416,1721,2021-10-21 05:03:50+00:00,@undipmenfess Nasi Kapau Padangju aja🥲🥲🥲 pake shopeefood jd murah bgt,@undipmenfess nasi kapau padangju aja🥲🥲🥲 pake shopeefood jd murah bgt,nasi kapau padangju pakai shopeefood murah banget,6,positif
417,1722,2021-10-21 05:00:25+00:00,"wlpn gw bilang jgn buru2 ya lo jgn makin jauh egee
selalu emosi beli makan pke shopeefood","wlpn gw bilang jgn buru2 ya lo jgn makin jauh egee
selalu emosi beli makan pke shopeefood",wlpn bilang buru egee emosi beli makan pke shopeefood,7,positif
418,1723,2021-10-21 04:52:36+00:00,@karineboyfie ada opsi shopeefood sih dir,@karineboyfie ada opsi shopeefood sih dir,opsi shopeefood sih dir,0,netral
