,Created_At,Tweets,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming,Bobot,Label,Sentimen
138,2021-12-15 08:21:04+00:00,tadi beli #chatimexbt21 yg pake magnet cuma bayar 23k pake diskon syopifud mantap dah 👍,tadi beli yg pake magnet cuma bayar k pake diskon syopifud mantap dah,tadi beli yang pakai magnet hanya bayar ke pakai potongan harga syopifud mantap sudah,beli pakai magnet bayar pakai potongan harga syopifud mantap,"['beli', 'pakai', 'magnet', 'bayar', 'pakai', 'potong', 'harga', 'syopifud', 'mantap']",9,positive,1.0
139,2021-12-15 07:58:13+00:00,buru buru order agak menyesal kenapa order lewat gjk😞 td gamau nunggu syopifud😭 kena 2x lipa😞,buru buru order agak menyesal kenapa order lewat gjk td gamau nunggu syopifud kena x lipa,buru buru order agak menyesal kenapa order lewat gjk td tidak mau nunggu syopifud kena kali lipa,buru buru order menyesal order gjk td nunggu syopifud kena kali lipa,"['buru', 'buru', 'order', 'sesal', 'order', 'gjk', 'td', 'nunggu', 'syopifud', 'kena', 'kali', 'lipa']",1,positive,1.0
140,2021-12-15 07:52:49+00:00,@vanozeus aku biasanya jam segini jajan syopifud 😞 tp sekarang mau nabung duluuu,aku biasanya jam segini jajan syopifud tp sekarang mau nabung duluuu,saya biasanya jam segini jajan syopifud tapi sekarang mau nabung duluuu,jam segini jajan syopifud nabung duluuu,"['jam', 'gin', 'jajan', 'syopifud', 'nabung', 'duluuu']",0,neutral,2.0
141,2021-12-15 07:32:08+00:00,"Pengen bakso tapi hujan, mau go fud gaada duit, syopifud disini ga ada",pengen bakso tapi hujan mau go fud gaada duit syopifud disini ga ada,ingin bakso tapi hujan mau tidak fud tidak ada uang syopifud disini tidak ada,bakso hujan fud uang syopifud,"['bakso', 'hujan', 'fud', 'uang', 'syopifud']",1,positive,1.0
142,2021-12-15 06:46:55+00:00,ini cetaim gimana ceritanya sih kok di syopifud sama gopud abis mulu anjir gajelas,ini cetaim gimana ceritanya sih kok di syopifud sama gopud abis mulu anjir gajelas,ini cetaim bagaimana ceritanya sih kok di syopifud sama gopud habis terus astaga gajelas,cetaim ceritanya syopifud gopud habis astaga gajelas,"['cetaim', 'cerita', 'syopifud', 'gopud', 'habis', 'astaga', 'gajelas']",8,positive,1.0
143,2021-12-15 06:00:18+00:00,udah dejam nunggu syopifud wkwk,udah dejam nunggu syopifud wkwk,sudah dejam nunggu syopifud wkwk,dejam nunggu syopifud wkwk,"['dejam', 'nunggu', 'syopifud', 'wkwk']",1,positive,1.0
144,2021-12-15 05:52:26+00:00,jauhkan aku dari godaan diskon syopifud😭,jauhkan aku dari godaan diskon syopifud,jauhkan saya dari godaan potongan harga syopifud,jauhkan godaan potongan harga syopifud,"['jauh', 'goda', 'potong', 'harga', 'syopifud']",-6,negative,0.0
145,2021-12-15 05:04:06+00:00,woiiii gue pesen syopifud drtd kaga ada driver yg ambil gmn donggg laper bgt,woiiii gue pesen syopifud drtd kaga ada driver yg ambil gmn donggg laper bgt,woiiii saya pesan syopifud drtd tidak  ada driver yang ambil bagaimana donggg laper begitu,woiiii pesan syopifud drtd driver ambil donggg laper,"['woiiii', 'pesan', 'syopifud', 'drtd', 'driver', 'ambil', 'donggg', 'laper']",-6,negative,0.0
146,2021-12-15 04:53:14+00:00,berburu chatemxbt21 di syopifud,berburu chatemxbt di syopifud,berburu chatemxbt di syopifud,berburu chatemxbt syopifud,"['buru', 'chatemxbt', 'syopifud']",-3,negative,0.0
147,2021-12-15 04:33:57+00:00,Chatime gabisa order di syopifud / gofud y ?,chatime gabisa order di syopifud gofud,chatime tidak bisa order di syopifud gofud,chatime order syopifud gofud,"['chatime', 'order', 'syopifud', 'gofud']",0,neutral,2.0
148,2021-12-15 03:43:54+00:00,"@riskanidaul kita bsk ke solo dl aj, syopifud an dl trs dibawa ke home",kita bsk ke solo dl aj syopifud an dl trs dibawa ke home,kita besok ke solo dulu aj syopifud an dulu terus dibawa ke home,besok solo aj syopifud an dibawa home,"['besok', 'solo', 'aj', 'syopifud', 'an', 'bawa', 'home']",3,positive,1.0
149,2021-12-15 03:15:43+00:00,@convomfs syopifud dah 🤩,syopifud dah,syopifud sudah,syopifud,['syopifud'],0,neutral,2.0
150,2021-12-15 03:15:37+00:00,@convomfs Syopifud aja bnyk promo,syopifud aja bnyk promo,syopifud aja banyak promo,syopifud promo,"['syopifud', 'promo']",3,positive,1.0
151,2021-12-15 03:15:13+00:00,@convomfs Syopifud aja,syopifud aja,syopifud aja,syopifud,['syopifud'],0,neutral,2.0
152,2021-12-15 03:14:20+00:00,@convomfs syopifud 🤤,syopifud,syopifud,syopifud,['syopifud'],0,neutral,2.0
153,2021-12-15 03:14:06+00:00,@convomfs syopifud,syopifud,syopifud,syopifud,['syopifud'],0,neutral,2.0
154,2021-12-15 02:50:06+00:00,"@renjunbase renjun pizza ✔
renjun syopifud
renjun kurir
renjun gofud
renjun pout 2.0

aku nyebutnya yang atas",renjun pizza renjun syopifud renjun kurir renjun gofud renjun pout aku nyebutnya yang atas,renjun pizza renjun syopifud renjun kurir renjun gofud renjun pout saya nyebutnya yang atas,renjun pizza renjun syopifud renjun kurir renjun gofud renjun pout nyebutnya,"['renjun', 'pizza', 'renjun', 'syopifud', 'renjun', 'kurir', 'renjun', 'gofud', 'renjun', 'pout', 'nyebutnya']",0,neutral,2.0
155,2021-12-15 01:46:17+00:00,Berguna utk komparasi gofud grebfud syopifud secara bersamaan https://t.co/UAsKKrBqZB,berguna utk komparasi gofud grebfud syopifud secara bersamaan,berguna untuk komparasi gofud grebfud syopifud secara bersamaan,berguna komparasi gofud grebfud syopifud bersamaan,"['guna', 'komparasi', 'gofud', 'grebfud', 'syopifud', 'sama']",8,positive,1.0
156,2021-12-14 15:41:53+00:00,@ShopeeCare Kak kalau mau laporan driver syopifud yg kurang ajar kemana ya?,kak kalau mau laporan driver syopifud yg kurang ajar kemana ya,kak kalau mau laporan driver syopifud yang kurang ajar kemana ya,kak laporan driver syopifud ajar kemana,"['kak', 'lapor', 'driver', 'syopifud', 'ajar', 'mana']",-4,negative,0.0
157,2021-12-14 15:38:30+00:00,@jajanin_ saingan syopifud nih kak kayanya 😭,saingan syopifud nih kak kayanya,saingan syopifud ini kak sepertinya,saingan syopifud kak,"['saing', 'syopifud', 'kak']",0,neutral,2.0
158,2021-12-14 13:54:13+00:00,@muel_zone Nungguin syopifud dateng,zone nungguin syopifud dateng,zone nungguin syopifud dateng,zone nungguin syopifud dateng,"['zone', 'nungguin', 'syopifud', 'dateng']",3,positive,1.0
159,2021-12-14 13:52:54+00:00,@siemplicity tp abang di grab sama gojek udah bener semua titiknya 😭👍🏻 cuma syopifud aja yg berubah titiknya,tp abang di grab sama gojek udah bener semua titiknya cuma syopifud aja yg berubah titiknya,tapi abang di grab sama gojek sudah benar semua titiknya hanya syopifud aja yang berubah titiknya,abang grab gojek titiknya syopifud berubah titiknya,"['abang', 'grab', 'gojek', 'titik', 'syopifud', 'ubah', 'titik']",-6,negative,0.0
160,2021-12-14 13:36:16+00:00,ni kalo sampe voucher syopifud abis mati sih,ni kalo sampe voucher syopifud abis mati sih,ini kalau sampai voucher syopifud habis mati sih,voucher syopifud habis mati,"['voucher', 'syopifud', 'habis', 'mati']",10,positive,1.0
161,2021-12-14 13:27:10+00:00,w bolak balik gofud syopifud doang anjer tp gapesen daritadi,bolak balik gofud syopifud doang anjer tp gapesen daritadi,bolak balik gofud syopifud saja anjer tapi gapesen daritadi,bolak gofud syopifud anjer gapesen daritadi,"['bolak', 'gofud', 'syopifud', 'anjer', 'gapesen', 'daritadi']",-3,negative,0.0
162,2021-12-14 13:10:55+00:00,td beli makan di syopifud jg rasanya ga mengecewakan 😭😭,td beli makan di syopifud jg rasanya ga mengecewakan,td beli makan di syopifud juga rasanya tidak mengecewakan,td beli makan syopifud mengecewakan,"['td', 'beli', 'makan', 'syopifud', 'kecewa']",0,neutral,2.0
163,2021-12-14 12:52:39+00:00,@bunnylandm DI TEASER DIA JD SYOPIFUD,di teaser dia jd syopifud,di teaser dia jadi syopifud,teaser syopifud,"['teaser', 'syopifud']",0,neutral,2.0
164,2021-12-14 12:51:52+00:00,Syopifud kenapa diskon mulu si,syopifud kenapa diskon mulu si,syopifud kenapa potongan harga terus si,syopifud potongan harga,"['syopifud', 'potong', 'harga']",1,positive,1.0
165,2021-12-14 12:49:36+00:00,@pangsitudangs Renjun syopifud,renjun syopifud,renjun syopifud,renjun syopifud,"['renjun', 'syopifud']",0,neutral,2.0
166,2021-12-14 12:49:09+00:00,@injunwink KNP SYOPIFUD,knp syopifud,kenapa syopifud,syopifud,['syopifud'],0,neutral,2.0
167,2021-12-14 11:59:18+00:00,Jam segini knp susah bgt dpt driver syopifud huhu,jam segini knp susah bgt dpt driver syopifud huhu,jam segini kenapa susah begitu dapat driver syopifud huhu,jam segini susah driver syopifud huhu,"['jam', 'gin', 'susah', 'driver', 'syopifud', 'huhu']",-3,negative,0.0
168,2021-12-14 11:51:38+00:00,@ccyscho oalahhh dirumah nenek to.... kalo pake syopifud gaada yaa.....,oalahhh dirumah nenek to kalo pake syopifud gaada yaa,oalahhh dirumah nenek to kalau pakai syopifud tidak ada ya,oalahhh dirumah nenek to pakai syopifud,"['oalahhh', 'rumah', 'nenek', 'to', 'pakai', 'syopifud']",3,positive,1.0
169,2021-12-14 11:41:35+00:00,gak ngeh klo diluar ujan trus pesen syopifud maap bgt pak jd keujanan🥲,gak ngeh klo diluar ujan trus pesen syopifud maap bgt pak jd keujanan,tidak ngeh kalau diluar hujan terus pesan syopifud maaf begitu bapak jadi keujanan,ngeh diluar hujan pesan syopifud maaf keujanan,"['ngeh', 'luar', 'hujan', 'pesan', 'syopifud', 'maaf', 'keujanan']",5,positive,1.0
170,2021-12-14 11:39:34+00:00,@otukki_ Menunya apa kalo boleh tau bang? Ad di syopifud ga?,menunya apa kalo boleh tau bang ad di syopifud ga,menunya apa kalau boleh tahu abang ada di syopifud tidak,menunya abang syopifud,"['menu', 'abang', 'syopifud']",0,neutral,2.0
171,2021-12-14 11:18:57+00:00,@duduaduduu syopifud dongg ah,syopifud dongg ah,syopifud dongg ah,syopifud dongg ah,"['syopifud', 'dongg', 'ah']",0,neutral,2.0
172,2021-12-14 11:05:22+00:00,"ndes ada ga mahasiswa smg yg parttime jadi syopifud driver? rep dong aku pengen sharing ke kalian, tapi aku cewe🙏🏻",ndes ada ga mahasiswa smg yg parttime jadi syopifud driver rep dong aku pengen sharing ke kalian tapi aku cewe,ndes ada tidak mahasiswa semoga yang parttime jadi syopifud driver rep dong saya ingin sharing ke kalian tapi saya cewe,ndes mahasiswa semoga parttime syopifud driver rep sharing cewe,"['ndes', 'mahasiswa', 'moga', 'parttime', 'syopifud', 'driver', 'rep', 'sharing', 'cewe']",4,positive,1.0
173,2021-12-14 11:03:09+00:00,@minjeongie_m Enak kalo panas wkwk mendingan beli langsung daripada syopifud,m enak kalo panas wkwk mendingan beli langsung daripada syopifud,m enak kalau panas wkwk mendingan beli langsung daripada syopifud,enak panas wkwk mendingan beli langsung syopifud,"['enak', 'panas', 'wkwk', 'mending', 'beli', 'langsung', 'syopifud']",11,positive,1.0
174,2021-12-14 10:54:31+00:00,"@shopeefood_id bener bangettt, ga kebagian vocher syopifud yg 100% aja rasanya nyesel dua hari😭",id bener bangettt ga kebagian vocher syopifud yg aja rasanya nyesel dua hari,id benar banget tidak kebagian vocher syopifud yang aja rasanya menyesal dua hari,id banget kebagian vocher syopifud menyesal,"['id', 'banget', 'bagi', 'vocher', 'syopifud', 'sesal']",4,positive,1.0
175,2021-12-14 10:54:19+00:00,@thisisavee @Wonderwoman01_ @FOODFESS2 yg purple star tea 32k yg purple star milk tea 35k udh include jelly dalemny… https://t.co/sSEum5lzWi,yg purple star tea k yg purple star milk tea k udh include jelly dalemny,yang purple star tea ke yang purple star milk tea ke sudah include jelly dalemny,purple star tea purple star milk tea include jelly dalemny,"['purple', 'star', 'tea', 'purple', 'star', 'milk', 'tea', 'include', 'jelly', 'dalemny']",0,neutral,2.0
176,2021-12-14 10:45:32+00:00,Syopifud sekarang mulai pelit diskon ya 🙃,syopifud sekarang mulai pelit diskon ya,syopifud sekarang mulai pelit potongan harga ya,syopifud pelit potongan harga,"['syopifud', 'pelit', 'potong', 'harga']",5,positive,1.0
177,2021-12-14 10:15:06+00:00,"@FOODFESS2 Ada nder, dulu aku order pake syopifud ada kok.",ada nder dulu aku order pake syopifud ada kok,ada nder dulu saya order pakai syopifud ada kok,nder order pakai syopifud,"['nder', 'order', 'pakai', 'syopifud']",0,neutral,2.0
178,2021-12-14 10:12:34+00:00,"Fess klo pesen makanan lewat syopifud tu emang ngga ada konfirmasinya kah? Misal ketika hendak mengantar pesanan, d… https://t.co/1QU2z31wyf",fess klo pesen makanan lewat syopifud tu emang ngga ada konfirmasinya kah misal ketika hendak mengantar pesanan,fess kalau pesan makanan lewat syopifud itu memang tidak ada konfirmasinya kah misal ketika hendak mengantar pesanan,fess pesan makanan syopifud konfirmasinya kah mengantar pesanan,"['fess', 'pesan', 'makan', 'syopifud', 'konfirmasi', 'kah', 'antar', 'pesan']",10,positive,1.0
179,2021-12-14 09:57:03+00:00,"Baru sadar uang tu abis gegara sering gofud, grabfud, syopifud meluluuu. Dirumah aja tetep jajan 😭😭
Bulan depan kud… https://t.co/ILTL2kITmW",baru sadar uang tu abis gegara sering gofud grabfud syopifud meluluuu dirumah aja tetep jajan bulan depan kud,baru sadar uang itu habis gara-gara sering gofud grabfud syopifud meluluuu dirumah aja tetap jajan bulan depan kud,sadar uang habis gara-gara gofud grabfud syopifud meluluuu dirumah jajan kud,"['sadar', 'uang', 'habis', 'gara-gara', 'gofud', 'grabfud', 'syopifud', 'meluluuu', 'rumah', 'jajan', 'kud']",3,positive,1.0
180,2021-12-14 09:40:59+00:00,"@FOODFESS2 reuseable nder lucu bet yakin. Btw ini semua di sopifud jogja stok abis tp masi dijual offline, jd dek p… https://t.co/0PZpAcc12w",reuseable nder lucu bet yakin btw ini semua di sopifud jogja stok abis tp masi dijual offline jd dek,reuseable nder lucu bet yakin ngomong-ngomong ini semua di sopifud jogja stok habis tapi masih dijual offline jadi adik,reuseable nder lucu bet ngomong-ngomong sopifud jogja stok habis dijual offline adik,"['reuseable', 'nder', 'lucu', 'bet', 'ngomong-ngomong', 'sopifud', 'jogja', 'stok', 'habis', 'jual', 'offline', 'adik']",4,positive,1.0
181,2021-12-14 09:33:18+00:00,"@taepocii bdg aja soldnya cepet, apalagi disana yaa T___T tp coba aja deh bolak balik cek syopifud/gofudnyaa, hari… https://t.co/YXASxGF6LS",bdg aja soldnya cepet apalagi disana yaa tt tp coba aja deh bolak balik cek syopifudgofudnyaa hari,bandung aja soldnya cepat apalagi disana ya tt tapi coba aja deh bolak balik cek syopifudgofudnyaa hari,bandung soldnya cepat disana tt coba deh bolak cek syopifudgofudnyaa,"['bandung', 'soldnya', 'cepat', 'sana', 'tt', 'coba', 'deh', 'bolak', 'cek', 'syopifudgofudnyaa']",-2,negative,0.0
182,2021-12-14 09:33:10+00:00,"Hujan2 gini pen syopifud tp pst susah cari driver,, ya kasian jg sih drivernya hujan2an",hujan gini pen syopifud tp pst susah cari driver ya kasian jg sih drivernya hujanan,hujan begini pen syopifud tapi pasti susah cari driver ya kasihan juga sih drivernya hujanan,hujan syopifud susah cari driver kasihan drivernya hujanan,"['hujan', 'syopifud', 'susah', 'cari', 'driver', 'kasihan', 'drivernya', 'hujan']",0,neutral,2.0
183,2021-12-14 08:45:23+00:00,"@Askrlfess Mbaknya kode itu mah biar yg nanya lebih kek ‘kamu pasti belum makan, aku pesenin syopifud yaa’ gituuu",mbaknya kode itu mah biar yg nanya lebih kek kamu pasti belum makan aku pesenin syopifud yaa gituuu,mbaknya kode itu mah biar yang nanya lebih seperti kamu pasti belum makan saya pesenin syopifud ya gituuu,mbaknya kode mah nanya makan pesenin syopifud gituuu,"['mbak', 'kode', 'mah', 'nanya', 'makan', 'senin', 'syopifud', 'gituuu']",-3,negative,0.0
184,2021-12-14 08:34:36+00:00,@letskajaa syopifud aja kalo mau cepet,syopifud aja kalo mau cepet,syopifud aja kalau mau cepat,syopifud cepat,"['syopifud', 'cepat']",3,positive,1.0
185,2021-12-14 07:07:11+00:00,as always tiap pesen syopifud selalu dipanggil bapak grgr profile picturenya pake foto doy🥲,as always tiap pesen syopifud selalu dipanggil bapak grgr profile picturenya pake foto doy,as always setiap pesan syopifud selalu dipanggil bapak grgr profile picturenya pakai foto doy,as always pesan syopifud dipanggil grgr profile picturenya pakai foto doy,"['as', 'always', 'pesan', 'syopifud', 'panggil', 'grgr', 'profile', 'picturenya', 'pakai', 'foto', 'doy']",4,positive,1.0
186,2021-12-14 06:40:45+00:00,"@bidongdongo @apaadonggg @nrklst @FOOD_FESS Kan yg 15 rebu kudu lgsg, gada di gofud/syopifud adanya di grab doang",fess kan yg rebu kudu lgsg gada di gofudsyopifud adanya di grab doang,fess kan yang rebu harus langsung tidak ada di gofudsyopifud adanya di grab saja,fess rebu langsung gofudsyopifud grab,"['fess', 'rebu', 'langsung', 'gofudsyopifud', 'grab']",3,positive,1.0
187,2021-12-14 05:13:48+00:00,Kalo win bisa njajan syopifud,kalo win bisa njajan syopifud,kalau win bisa njajan syopifud,win njajan syopifud,"['win', 'njajan', 'syopifud']",0,neutral,2.0
188,2021-12-14 05:01:22+00:00,@crossstrip iyaaa gemes bgtt🤧 aslinya 33k tapi pake voucher syopifud jd 23k aja udh pake pearl-nya🥳,iyaaa gemes bgtt aslinya k tapi pake voucher syopifud jd k aja udh pake pearlnya,iya gemes bgtt aslinya ke tapi pakai voucher syopifud jadi ke aja sudah pakai pearlnya,iya gemes bgtt aslinya pakai voucher syopifud pakai pearlnya,"['iya', 'gemes', 'bgtt', 'asli', 'pakai', 'voucher', 'syopifud', 'pakai', 'pearlnya']",3,positive,1.0
189,2021-12-14 04:53:28+00:00,Pas laper larinya kalo ga ke gofud ya syopifud &lt;3 https://t.co/vlytA5hYe2,pas laper larinya kalo ga ke gofud ya syopifud lt,pas laper larinya kalau tidak ke gofud ya syopifud lt,pas laper larinya gofud syopifud lt,"['pas', 'laper', 'lari', 'gofud', 'syopifud', 'lt']",-2,negative,0.0
190,2021-12-14 04:51:20+00:00,Pas laper larinya kalo ga ke gofud ya syopifud &lt;3 https://t.co/rADRtTh3v4,pas laper larinya kalo ga ke gofud ya syopifud lt,pas laper larinya kalau tidak ke gofud ya syopifud lt,pas laper larinya gofud syopifud lt,"['pas', 'laper', 'lari', 'gofud', 'syopifud', 'lt']",-2,negative,0.0
191,2021-12-14 04:31:09+00:00,"jends ada yg udh coba syopifud di pwt? aman gakk? sering lewat di toktok katanya kurang aman, tp pen cobaa",jends ada yg udh coba syopifud di pwt aman gakk sering lewat di toktok katanya kurang aman tp pen cobaa,jends ada yang sudah coba syopifud di pwt aman gakk sering lewat di toktok katanya kurang aman tapi pen cobaa,jends coba syopifud pwt aman gakk toktok aman cobaa,"['jends', 'coba', 'syopifud', 'pwt', 'aman', 'gakk', 'toktok', 'aman', 'cobaa']",2,positive,1.0
192,2021-12-14 03:43:49+00:00,@armyfess_ ini harus beli langsung ya? aku liat di syopifud toko tutup terus😭,ini harus beli langsung ya aku liat di syopifud toko tutup terus,ini harus beli langsung ya saya lihat di syopifud toko tutup terus,beli langsung lihat syopifud toko tutup,"['beli', 'langsung', 'lihat', 'syopifud', 'toko', 'tutup']",6,positive,1.0
193,2021-12-14 02:32:58+00:00,@doggopaww Pake syopifud coba ada gratis ongkir sama diskon juga,pake syopifud coba ada gratis ongkir sama diskon juga,pakai syopifud coba ada gratis ongkir sama potongan harga juga,pakai syopifud coba gratis ongkir potongan harga,"['pakai', 'syopifud', 'coba', 'gratis', 'ongkir', 'potong', 'harga']",7,positive,1.0
194,2021-12-14 02:19:41+00:00,"@seokjinita sama beibb punyaku jg, malah chatime close app di gojek, tutup berkala gitu dr kmaren, biar ga rame ban… https://t.co/gjybx5pFMB",sama beibb punyaku jg malah chatime close app di gojek tutup berkala gitu dr kmaren biar ga rame ban,sama beibb punyaku juga malah chatime close aplikasi di gojek tutup berkala begitu dari kmaren biar tidak ramai ban,beibb punyaku chatime close aplikasi gojek tutup berkala kmaren ramai ban,"['beibb', 'punya', 'chatime', 'close', 'aplikasi', 'gojek', 'tutup', 'kala', 'kmaren', 'ramai', 'ban']",-2,negative,0.0
195,2021-12-13 17:34:52+00:00,"@melyeffendi tulung titip adik adik dusun besok pagi meh ndaftar syopifud, tulung diarahke 🙏",tulung titip adik adik dusun besok pagi meh ndaftar syopifud tulung diarahke,tulung titip adik adik dusun besok pagi meh ndaftar syopifud tulung diarahke,tulung titip adik adik dusun besok pagi meh ndaftar syopifud tulung diarahke,"['tulung', 'titip', 'adik', 'adik', 'dusun', 'besok', 'pagi', 'meh', 'ndaftar', 'syopifud', 'tulung', 'diarahke']",-4,negative,0.0
