,Created_At,Tweets,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming
56,2021-12-26 15:08:33+00:00,"""Just because ada ambulans tak semestinya ada orang sakit"" 🤣🤣🤣🤣🤣🤣 dahtu takkan ada nasi goreng shopeefood pulak otw 🤣🤣🤣🤣🤣🤣 aduh salahkan menteri bebal, rakyat pun apa kurang 🤣🤣🤣🤣🤣🤣 https://t.co/baQcf4orUG",just because ada ambulans tak semestinya ada orang sakit dahtu takkan ada nasi goreng shopeefood pulak otw aduh salahkan menteri bebal rakyat pun apa kurang,just because ada ambulans tidak semestinya ada orang sakit dahtu takkan ada nasi goreng shopeefood pulak otw aduh salahkan menteri bebal rakyat pun apa kurang,just because ambulans semestinya orang sakit dahtu takkan nasi goreng shopeefood pulak otw aduh salahkan menteri bebal rakyat,"['just', 'because', 'ambulans', 'mesti', 'orang', 'sakit', 'dahtu', 'tak', 'nasi', 'goreng', 'shopeefood', 'pulak', 'otw', 'aduh', 'salah', 'menteri', 'bebal', 'rakyat']"
57,2021-12-26 15:08:13+00:00,@Santi_nya Mending kek. Di kos ga? Oke nanti kalo aku bilang turun. Turuno ya. Ambil makananan di babang shopeefood. Met makan. Abisin,nya mending kek di kos ga oke nanti kalo aku bilang turun turuno ya ambil makananan di babang shopeefood met makan abisin,nya mending seperti di kos tidak oke nanti kalau saya bilang turun turuno ya ambil makananan di babang shopeefood selamat makan abisin,mending kos oke turun turuno ambil makananan babang shopeefood selamat makan abisin,"['mending', 'kos', 'oke', 'turun', 'turuno', 'ambil', 'makananan', 'babang', 'shopeefood', 'selamat', 'makan', 'abisin']"
58,2021-12-26 15:08:06+00:00,"Haduu yapa se ini order 2x shopeefood di kober mie setan kok nyebelin🙄🙄🙄
Yg pertama order belom diterima eh kok tbtb pesanan selesai, barusan order lagi pas diterima malah salah hadu🙄🙄🙄",haduu yapa se ini order x shopeefood di kober mie setan kok nyebelin yg pertama order belom diterima eh kok tbtb pesanan selesai barusan order lagi pas diterima malah salah hadu,haduu yapa se ini order kali shopeefood di kober mie setan kok nyebelin yang pertama order belum diterima eh kok tiba tiba pesanan selesai barusan order lagi pas diterima malah salah aduh,haduu yapa order kali shopeefood kober mie setan nyebelin order diterima eh pesanan selesai barusan order pas diterima salah aduh,"['haduu', 'yapa', 'order', 'kali', 'shopeefood', 'kober', 'mie', 'setan', 'nyebelin', 'order', 'terima', 'eh', 'pesan', 'selesai', 'barusan', 'order', 'pas', 'terima', 'salah', 'aduh']"
59,2021-12-26 14:55:54+00:00,gue deg deg an bgt mau ambil shopeefood doang,gue deg deg an bgt mau ambil shopeefood doang,saya deg deg an begitu mau ambil shopeefood saja,deg deg an ambil shopeefood,"['deg', 'deg', 'an', 'ambil', 'shopeefood']"
60,2021-12-26 14:52:07+00:00,164 gw beli apaan aja anjir. shopeefood diitung kaliya? yg gw bingung knp IV cath produk favorit ya..... https://t.co/ouipO9glwZ,gw beli apaan aja anjir shopeefood diitung kaliya yg gw bingung knp iv cath produk favorit ya,saya beli apaan aja astaga shopeefood diitung kaliya yang saya bingung kenapa iv cath produk favorit ya,beli astaga shopeefood diitung kaliya bingung iv cath produk favorit,"['beli', 'astaga', 'shopeefood', 'diitung', 'kaliya', 'bingung', 'iv', 'cath', 'produk', 'favorit']"
61,2021-12-26 14:42:30+00:00,Cek produk pilihan di #ShopeeFood https://t.co/QS71NlUbSA,cek produk pilihan di,cek produk pilihan di,cek produk pilihan,"['cek', 'produk', 'pilih']"
62,2021-12-26 14:32:31+00:00,"@FOODFESS2 Kalau mau nyobain tahu gimbal, aku saranin ke Tahu Gimbal Bang Toyib, itu favorit sejuta umat , kalau pingen dapat diskon bisa beli lewat shopeefood",kalau mau nyobain tahu gimbal aku saranin ke tahu gimbal bang toyib itu favorit sejuta umat kalau pingen dapat diskon bisa beli lewat shopeefood,kalau mau nyobain tahu gimbal saya saranin ke tahu gimbal abang toyib itu favorit sejuta umat kalau pingen dapat potongan harga bisa beli lewat shopeefood,nyobain gimbal saranin gimbal abang toyib favorit sejuta umat pingen potongan harga beli shopeefood,"['nyobain', 'gimbal', 'saranin', 'gimbal', 'abang', 'toyib', 'favorit', 'juta', 'umat', 'pingen', 'potong', 'harga', 'beli', 'shopeefood']"
63,2021-12-26 14:27:45+00:00,"biasanya kl disana jam segini laper bisa gofood atau shopeefood, mau tengah malem jg masih banyak yg buka, skrg disini boro bisa nge go food :')))",biasanya kl disana jam segini laper bisa gofood atau shopeefood mau tengah malem jg masih banyak yg buka skrg disini boro bisa nge go food,biasanya kalau disana jam segini laper bisa gofood atau shopeefood mau tengah malem juga masih banyak yang buka sekarang disini boro bisa nge tidak food,disana jam segini laper gofood shopeefood malem buka boro nge food,"['sana', 'jam', 'gin', 'laper', 'gofood', 'shopeefood', 'malem', 'buka', 'boro', 'nge', 'food']"
64,2021-12-26 14:27:21+00:00,"Nasi Goreng Tiga De Nok - Palmerah sekarang ada di ShopeeFood! Pesan Sekarang, langsung diantar. https://t.co/EZPZErInxD https://t.co/5feKeUwPE1",nasi goreng tiga de nok palmerah sekarang ada di shopeefood pesan sekarang langsung diantar,nasi goreng tiga de nok palmerah sekarang ada di shopeefood pesan sekarang langsung diantar,nasi goreng de nok palmerah shopeefood pesan langsung diantar,"['nasi', 'goreng', 'de', 'nok', 'palmerah', 'shopeefood', 'pesan', 'langsung', 'antar']"
65,2021-12-26 14:27:11+00:00,"Kelaperan,pengen jajan lagi,masih ada diskon shopeefood , tpi yahhh nipis bgt shopeepayku @ShopeeID @ShopeePay_ID https://t.co/Jt6gU60Z3x",kelaperanpengen jajan lagimasih ada diskon shopeefood tpi yahhh nipis bgt shopeepayku id,kelaperanpengen jajan lagimasih ada potongan harga shopeefood tapi yahhh nipis begitu shopeepayku id,kelaperanpengen jajan lagimasih potongan harga shopeefood yahhh nipis shopeepayku id,"['kelaperanpengen', 'jajan', 'lagimasih', 'potong', 'harga', 'shopeefood', 'yahhh', 'nipis', 'shopeepayku', 'id']"
66,2021-12-26 14:26:42+00:00,"pgn mesen shopeefood pake voc, tapi takut kena pelanggaran lagi sjshsjsshj sensi bgt si shopee",pgn mesen shopeefood pake voc tapi takut kena pelanggaran lagi sjshsjsshj sensi bgt si shopee,ingin  pesan shopeefood pakai voc tapi takut kena pelanggaran lagi sjshsjsshj sensi begitu si shopee,pesan shopeefood pakai voc takut kena pelanggaran sjshsjsshj sensi shopee,"['pesan', 'shopeefood', 'pakai', 'voc', 'takut', 'kena', 'langgar', 'sjshsjsshj', 'sensi', 'shopee']"
67,2021-12-26 14:24:33+00:00,@tanyakanrl Churros X waffle tadi beli di Shopeefood cuma 12k ini berdua buset murah amat😭 https://t.co/2aKpzgQUtw,churros waffle tadi beli di shopeefood cuma k ini berdua buset murah amat,churros waffle tadi beli di shopeefood hanya ke ini berdua buset murah amat,churros waffle beli shopeefood berdua buset murah,"['churros', 'waffle', 'beli', 'shopeefood', 'dua', 'buset', 'murah']"
68,2021-12-26 14:19:12+00:00,kok driver shopeefood bisa tau nama asli ya? penasaran https://t.co/hQ75Iy4Wic,kok driver shopeefood bisa tau nama asli ya penasaran,kok driver shopeefood bisa tahu nama asli ya penasaran,driver shopeefood nama asli penasaran,"['driver', 'shopeefood', 'nama', 'asli', 'penasaran']"
69,2021-12-26 14:19:05+00:00,"@shopeefood_id Saya driver shopee food hanya karna saya jarang narik akun saya tahu tahu putus mitra, apa salah saya.?",id saya driver shopee food hanya karna saya jarang narik akun saya tahu tahu putus mitra apa salah saya,id saya driver shopee food hanya karena saya jarang narik akun saya tahu tahu putus mitra apa salah saya,id driver shopee food jarang narik akun putus mitra salah,"['id', 'driver', 'shopee', 'food', 'jarang', 'narik', 'akun', 'putus', 'mitra', 'salah']"
70,2021-12-26 14:14:21+00:00,"Sesayang itu sama shopeefood, tau aja lagi akhir bulan 😭💖 https://t.co/WeXoEHSOLe",sesayang itu sama shopeefood tau aja lagi akhir bulan,sesayang itu sama shopeefood tahu aja lagi akhir bulan,sesayang shopeefood,"['sayang', 'shopeefood']"
71,2021-12-26 14:08:10+00:00,"Kecanduan shopeefood , segini 60rb
@ShopeeID https://t.co/TAbpgMSVKQ",kecanduan shopeefood segini rb,kecanduan shopeefood segini rb,kecanduan shopeefood segini rb,"['candu', 'shopeefood', 'gin', 'rb']"
72,2021-12-26 14:05:45+00:00,"gais yg suka bakso di dramaga haruss bgt nyobain bakso ""Muara Bakso Konco Lawas"" waktu itu pertama kali pesen lewat shopeefood dan enak bgt setelah beberapa kali pesen juga tetep enak. Alhasil pengen nyobain makan ditempat dannn yakk enak bgtttt 🤤🤤🤤 d",gais yg suka bakso di dramaga haruss bgt nyobain bakso muara bakso konco lawas waktu itu pertama kali pesen lewat shopeefood dan enak bgt setelah beberapa kali pesen juga tetep enak alhasil pengen nyobain makan ditempat dannn yakk enak bgtttt,gais yang suka bakso di dramaga haruss begitu nyobain bakso muara bakso teman lawas waktu itu pertama kali pesan lewat shopeefood dan enak begitu setelah beberapa kali pesan juga tetap enak alhasil ingin nyobain makan ditempat dannn yakk enak bgtttt,gais suka bakso dramaga haruss nyobain bakso muara bakso teman lawas kali pesan shopeefood enak kali pesan enak alhasil nyobain makan ditempat dannn yakk enak bgtttt,"['gais', 'suka', 'bakso', 'dramaga', 'haruss', 'nyobain', 'bakso', 'muara', 'bakso', 'teman', 'lawas', 'kali', 'pesan', 'shopeefood', 'enak', 'kali', 'pesan', 'enak', 'alhasil', 'nyobain', 'makan', 'tempat', 'dannn', 'yakk', 'enak', 'bgtttt']"
73,2021-12-26 14:05:24+00:00,@LTRFESS Makannya kalo shopeefood gak papa kan?,makannya kalo shopeefood gak papa kan,makannya kalau shopeefood tidak papa kan,makannya shopeefood papa,"['makan', 'shopeefood', 'papa']"
74,2021-12-26 14:03:44+00:00,"@wouzseaa @shopeefood_id Kalo itung harga sih iya, tapi pesenan gw lebih jauh lebih banyak.",id kalo itung harga sih iya tapi pesenan gw lebih jauh lebih banyak,id kalau hitung harga sih iya tapi pesenan saya lebih jauh lebih banyak,id hitung harga iya pesenan,"['id', 'hitung', 'harga', 'iya', 'sen']"
75,2021-12-26 14:02:54+00:00,"@je_ariff @shopeefood_id Bisa, tapi sedikit. Tahun depan rencana mau makan nasi Hainan di kabupaten Changcua dan eksplor distrik Beitun.",ariff id bisa tapi sedikit tahun depan rencana mau makan nasi hainan di kabupaten changcua dan eksplor distrik beitun,ariff id bisa tapi sedikit tahun depan rencana mau makan nasi hainan di kabupaten changcua dan eksplor distrik beitun,ariff id rencana makan nasi hainan kabupaten changcua eksplor distrik beitun,"['ariff', 'id', 'rencana', 'makan', 'nasi', 'hainan', 'kabupaten', 'changcua', 'eksplor', 'distrik', 'beitun']"
76,2021-12-26 14:00:36+00:00,@tidaklama @shopeefood_id untung🤔,id untung,id untung,id untung,"['id', 'untung']"
77,2021-12-26 14:00:13+00:00,"@DEzra11 @shopeefood_id Iya si, tapi ttp aja gaada nasi sama minum.",id iya si tapi ttp aja gaada nasi sama minum,id iya si tapi tetap aja tidak ada nasi sama minum,id iya nasi minum,"['id', 'iya', 'nasi', 'minum']"
78,2021-12-26 13:59:46+00:00,"@Qodridio @shopeefood_id Kurang tahu sih, mungkin ini yg versi Singapura. 
Soalnya ada juga yg asli dari Pulau Hainan.",id kurang tahu sih mungkin ini yg versi singapura soalnya ada juga yg asli dari pulau hainan,id kurang tahu sih mungkin ini yang versi singapura soalnya ada juga yang asli dari pulau hainan,id versi singapura asli pulau hainan,"['id', 'versi', 'singapura', 'asli', 'pulau', 'hainan']"
79,2021-12-26 13:58:48+00:00,@tidaklama @shopeefood_id Untung jid,id untung jid,id untung jid,id untung jid,"['id', 'untung', 'jid']"
80,2021-12-26 13:57:43+00:00,@aanpapeda @shopeefood_id Apakah langsung bisa fasih bahasa Formosa?,id apakah langsung bisa fasih bahasa formosa,id apakah langsung bisa fasih bahasa formosa,id langsung fasih bahasa formosa,"['id', 'langsung', 'fasih', 'bahasa', 'formosa']"
81,2021-12-26 13:57:24+00:00,"Dah habis gw makan, atas persetujuan mba CS shopeefood.",dah habis gw makan atas persetujuan mba cs shopeefood,sudah habis saya makan atas persetujuan mba cs shopeefood,habis makan persetujuan mba cs shopeefood,"['habis', 'makan', 'tuju', 'mba', 'cs', 'shopeefood']"
82,2021-12-26 13:56:53+00:00,@convomf Mau apa? Order shopeefood aja ya biar ada diskon,mau apa order shopeefood aja ya biar ada diskon,mau apa order shopeefood aja ya biar ada potongan harga,order shopeefood potongan harga,"['order', 'shopeefood', 'potong', 'harga']"
83,2021-12-26 13:50:35+00:00,@convomf selalu ku jajanin sih soalnya setiap dia minta jajan selalu ada promo gofood atau shopeefood aneh kan,selalu ku jajanin sih soalnya setiap dia minta jajan selalu ada promo gofood atau shopeefood aneh kan,selalu ku jajanin sih soalnya setiap dia minta jajan selalu ada promo gofood atau shopeefood aneh kan,ku jajanin jajan promo gofood shopeefood aneh,"['ku', 'jajanin', 'jajan', 'promo', 'gofood', 'shopeefood', 'aneh']"
84,2021-12-26 13:49:37+00:00,@billionairfe tapi kalo dari shopeefood ga prnh bener ☺️,tapi kalo dari shopeefood ga prnh bener,tapi kalau dari shopeefood tidak pernah benar,shopeefood,['shopeefood']
85,2021-12-26 13:49:34+00:00,@shopeefood_id gimana si pesen 4x semuanya dibatalkan sistem dan statusnya mencari driver terus,id gimana si pesen x semuanya dibatalkan sistem dan statusnya mencari driver terus,id bagaimana si pesan kali semuanya dibatalkan sistem dan statusnya mencari driver terus,id pesan kali dibatalkan sistem statusnya mencari driver,"['id', 'pesan', 'kali', 'batal', 'sistem', 'status', 'cari', 'driver']"
86,2021-12-26 13:47:54+00:00,knp si bebek panik gaada di shopeefood? kenapa si bebeknya sambel judes selalu gaada di shopeefood?! kenapa si bu surati jauh bgt dari rumah😫,knp si bebek panik gaada di shopeefood kenapa si bebeknya sambel judes selalu gaada di shopeefood kenapa si bu surati jauh bgt dari rumah,kenapa si bebek panik tidak ada di shopeefood kenapa si bebeknya sambel judes selalu tidak ada di shopeefood kenapa si bu surati jauh begitu dari rumah,bebek panik shopeefood bebeknya sambel judes shopeefood bu surati rumah,"['bebek', 'panik', 'shopeefood', 'bebek', 'sambel', 'judes', 'shopeefood', 'bu', 'surati', 'rumah']"
87,2021-12-26 13:41:29+00:00,@ngalamfess coba cari di shopeefood kali aja muncul,coba cari di shopeefood kali aja muncul,coba cari di shopeefood kali aja muncul,coba cari shopeefood kali muncul,"['coba', 'cari', 'shopeefood', 'kali', 'muncul']"
88,2021-12-26 13:37:23+00:00,plis driver shopeefood kenapa pada ilang plis pak sy lelah dicancel 2 kali,plis driver shopeefood kenapa pada ilang plis pak sy lelah dicancel kali,plis driver shopeefood kenapa pada ilang plis bapak saya lelah dicancel kali,plis driver shopeefood ilang plis lelah dicancel kali,"['plis', 'driver', 'shopeefood', 'ilang', 'plis', 'lelah', 'dicancel', 'kali']"
89,2021-12-26 13:36:59+00:00,Shopeefood ni sekarang gak otomatis ambil orderan ya,shopeefood ni sekarang gak otomatis ambil orderan ya,shopeefood ini sekarang tidak otomatis ambil orderan ya,shopeefood otomatis ambil orderan,"['shopeefood', 'otomatis', 'ambil', 'order']"
90,2021-12-26 13:36:58+00:00,@aanpapeda @shopeefood_id Agak beda ya hainannya,id agak beda ya hainannya,id agak beda ya hainannya,id beda hainannya,"['id', 'beda', 'hainannya']"
91,2021-12-26 13:36:48+00:00,"@unnesmenfess Garang asem atau ayam bakar atau nasi mangkok Kedai Hokage.
Mantap!!!!
Bisa dipesan di aplikasi Gofood, Grabfood, dan Shopeefood. https://t.co/hr5ns3jhGs",garang asem atau ayam bakar atau nasi mangkok kedai hokage mantap bisa dipesan di aplikasi gofood grabfood dan shopeefood,garang asem atau ayam bakar atau nasi mangkok kedai hokage mantap bisa dipesan di aplikasi gofood grabfood dan shopeefood,garang asem ayam bakar nasi mangkok kedai hokage mantap dipesan aplikasi gofood grabfood shopeefood,"['garang', 'asem', 'ayam', 'bakar', 'nasi', 'mangkok', 'kedai', 'hokage', 'mantap', 'pes', 'aplikasi', 'gofood', 'grabfood', 'shopeefood']"
92,2021-12-26 13:34:10+00:00,@zaimbani beli naspad di shopeefood ajaa,beli naspad di shopeefood ajaa,beli naspad di shopeefood aja,beli naspad shopeefood,"['beli', 'naspad', 'shopeefood']"
93,2021-12-26 13:33:44+00:00,"Aduhh gimana nih @shopeefood_id, ini yang dateng orderan orang.  Nama gw jadi Ivonne hartati 😥. Laper nih, apa gw makan aja ya? https://t.co/BsRXUrTEko",aduhh gimana nih id ini yang dateng orderan orang nama gw jadi ivonne hartati laper nih apa gw makan aja ya,aduh bagaimana ini id ini yang dateng orderan orang nama saya jadi ivonne hartati laper ini apa saya makan aja ya,aduh id dateng orderan orang nama ivonne hartati laper makan,"['aduh', 'id', 'dateng', 'order', 'orang', 'nama', 'ivonne', 'hartati', 'laper', 'makan']"
94,2021-12-26 13:33:29+00:00,"Milih makanan di shopeefood bisa setengah jam sendiri wkwkw. Ngecek satu2 tiap merchant, menu, harga dan ongkirnya, biar pas sama promonya 🤣",milih makanan di shopeefood bisa setengah jam sendiri wkwkw ngecek satu tiap merchant menu harga dan ongkirnya biar pas sama promonya,pilih makanan di shopeefood bisa setengah jam sendiri wkwkw ngecek satu setiap merchant menu harga dan ongkirnya biar pas sama promonya,pilih makanan shopeefood jam wkwkw ngecek merchant menu harga ongkirnya pas promonya,"['pilih', 'makan', 'shopeefood', 'jam', 'wkwkw', 'ngecek', 'merchant', 'menu', 'harga', 'ongkirnya', 'pas', 'promonya']"
95,2021-12-26 13:32:31+00:00,"Share &amp; Makan Gratis Bareng Teman di ShopeeFood 
#vouchershopee
#shopeefood https://t.co/HgKTRjVU9X https://t.co/0mMifpz655",share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
96,2021-12-26 13:30:47+00:00,"kadang suka emosi sama attitude driver shopeefood. gue chat panjang kali lebar, dibales ""ok"" doang.",kadang suka emosi sama attitude driver shopeefood gue chat panjang kali lebar dibales ok doang,kadang suka emosi sama attitude driver shopeefood saya chat panjang kali lebar dibales oke saja,kadang suka emosi attitude driver shopeefood chat kali lebar dibales oke,"['kadang', 'suka', 'emosi', 'attitude', 'driver', 'shopeefood', 'chat', 'kali', 'lebar', 'dibales', 'oke']"
97,2021-12-26 13:29:58+00:00,Share &amp; Makan Gratis Bareng Teman di ShopeeFood https://t.co/D9QcmCPeXJ https://t.co/nQAemCpUq0,share amp makan gratis bareng teman di shopeefood,bagikan amp makan gratis bersama teman di shopeefood,bagikan makan gratis teman shopeefood,"['bagi', 'makan', 'gratis', 'teman', 'shopeefood']"
98,2021-12-26 13:28:04+00:00,Weh tadi time amek makanan dari abang shopeefood instead of cakap terima kasih aku tercakap assalamualaikum. Bongok la  cam awkward moment jap.,weh tadi time amek makanan dari abang shopeefood instead of cakap terima kasih aku tercakap assalamualaikum bongok la cam awkward moment jap,weh tadi time amek makanan dari abang shopeefood instead of cakap terima kasih saya tercakap assalamualaikum bongok la cam awkward moment jap,weh time amek makanan abang shopeefood instead of cakap terima kasih tercakap assalamualaikum bongok la cam awkward moment jap,"['weh', 'time', 'amek', 'makan', 'abang', 'shopeefood', 'instead', 'of', 'cakap', 'terima', 'kasih', 'cakap', 'assalamualaikum', 'bongok', 'la', 'cam', 'awkward', 'moment', 'jap']"
